BookingID,CustomerID,TurfID,BookingDate,BookingTime,SlotStartTime,SlotEndTime,DurationHours,NumberOfPlayers,SportType,Amount,BookingStatus,BookingChannel,PromoCodeUsed
BKG001595,CUST00179,TURF004,2025-03-23,14:36:10,17:00,18:00,1,10,Football,1000,Cancelled,Website,NONE
BKG001596,CUST01946,TURF010,2024-06-10,10:36:08,12:00,13:00,1,10,Pickleball,2500,Pending,Website,FLAT100
BKG001597,CUST00222,TURF037,2024-05-03,04:28:13,09:00,10:00,1,16,Tennis,1500,Completed,Mobile App,FIRST50
BKG001598,CUST01206,TURF023,2026-04-13,07:34:18,06:00,07:00,1,22,Tennis,1500,No-Show,Phone Call,NONE
BKG001599,CUST00788,TURF007,2026-01-10,16:29:09,16:00,17:00,1,5,Pickleball,1500,Confirmed,Walk-in,FIRST50
BKG001600,CUST02020,TURF025,2025-09-08,20:03:25,17:00,18:00,1,5,Pickleball,2500,No-Show,Mobile App,FIRST50
BKG001601,CUST00120,TURF030,2024-07-25,12:59:20,06:00,07:00,1,13,Football,2500,Confirmed,Mobile App,WEEKEND10
BKG001602,CUST00642,TURF015,2025-03-10,13:58:29,18:00,19:00,1,13,Football,2500,Pending,Website,NONE
BKG001603,CUST02159,TURF012,2024-02-17,15:04:07,13:00,14:00,1,6,Badminton,1000,Completed,Phone Call,NONE
BKG001604,CUST01835,TURF033,2025-08-07,09:33:24,18:00,19:00,1,22,Badminton,1000,Confirmed,Mobile App,NONE
BKG001605,CUST00867,TURF028,2025-12-27,16:08:23,10:00,11:00,1,6,Volleyball,1500,Confirmed,Phone Call,SUMMER20
BKG001606,CUST01649,TURF042,2025-08-08,19:15:49,20:00,21:00,1,17,Badminton,1500,Completed,Website,NONE
BKG001607,CUST00178,TURF030,2024-06-02,11:18:32,09:00,10:00,1,10,Football,2500,Confirmed,Walk-in,FIRST50
BKG001608,CUST01407,TURF013,2026-04-20,17:05:36,19:00,20:00,1,19,Badminton,1500,Confirmed,Walk-in,NONE
BKG001609,CUST01737,TURF010,2024-06-25,22:41:38,11:00,12:00,1,15,Pickleball,2500,Confirmed,Website,FLAT100
BKG001610,CUST01946,TURF040,2025-03-31,11:28:09,22:00,23:00,1,4,Basketball,2000,Completed,Phone Call,NONE
BKG001611,CUST01273,TURF039,2024-03-15,08:27:38,11:00,12:00,1,8,Cricket,2500,Confirmed,Website,NONE
BKG001612,CUST01316,TURF041,2025-01-14,19:06:18,20:00,21:00,1,18,Volleyball,2000,Completed,Phone Call,NONE
BKG001613,CUST01830,TURF011,2025-10-03,02:40:04,10:00,11:00,1,20,Volleyball,2500,Confirmed,Website,FLAT100
BKG001614,CUST01788,TURF009,2026-05-19,03:08:18,19:00,20:00,1,19,Badminton,1000,Confirmed,Phone Call,NONE
BKG001615,CUST02114,TURF040,2025-06-06,20:21:03,12:00,13:00,1,11,Basketball,2000,Completed,Phone Call,NONE
BKG001616,CUST01620,TURF041,2024-03-21,03:57:08,22:00,23:00,1,6,Volleyball,2000,Confirmed,Mobile App,FIRST50
BKG001617,CUST02034,TURF033,2024-03-11,11:29:59,13:00,14:00,1,9,Badminton,1000,Cancelled,Walk-in,SUMMER20
BKG001618,CUST01294,TURF015,2024-09-19,14:52:16,08:00,09:00,1,22,Football,2500,Completed,Walk-in,NONE
BKG001619,CUST01387,TURF017,2026-04-12,00:26:44,11:00,12:00,1,4,Tennis,1200,Confirmed,Walk-in,NONE
BKG001620,CUST02378,TURF018,2025-04-12,23:57:11,15:00,16:00,1,6,Pickleball,1200,Completed,Phone Call,FLAT100
BKG001621,CUST01623,TURF007,2025-03-24,05:30:21,18:00,19:00,1,6,Pickleball,1500,Cancelled,Phone Call,SUMMER20
BKG001622,CUST01055,TURF023,2025-10-06,09:54:12,12:00,13:00,1,13,Tennis,1500,Completed,Walk-in,NONE
BKG001623,CUST01870,TURF031,2024-05-21,09:22:34,13:00,14:00,1,12,Football,2000,Confirmed,Walk-in,NONE
BKG001624,CUST01184,TURF018,2026-02-09,04:44:51,13:00,14:00,1,4,Pickleball,1200,No-Show,Website,WEEKEND10
BKG001625,CUST01994,TURF037,2025-06-01,12:48:42,10:00,11:00,1,19,Tennis,1500,Completed,Website,NONE
BKG001626,CUST02331,TURF036,2024-06-05,22:13:05,15:00,16:00,1,20,Cricket,2500,Confirmed,Phone Call,NONE
BKG001627,CUST01205,TURF003,2024-08-12,06:53:34,17:00,18:00,1,21,Cricket,1000,Completed,Website,FIRST50
BKG001628,CUST02108,TURF017,2024-07-04,17:33:24,17:00,18:00,1,7,Tennis,1200,Completed,Walk-in,SUMMER20
BKG001629,CUST01543,TURF010,2024-02-08,05:47:42,10:00,11:00,1,21,Pickleball,2500,Confirmed,Website,NONE
BKG001630,CUST02393,TURF025,2024-10-27,20:24:35,17:00,18:00,1,10,Pickleball,2500,Confirmed,Website,NONE
BKG001631,CUST00762,TURF030,2026-01-03,06:18:10,18:00,19:00,1,18,Football,2500,Confirmed,Phone Call,NONE
BKG001632,CUST01316,TURF020,2025-03-14,07:00:51,09:00,10:00,1,22,Basketball,1500,Completed,Mobile App,NONE
BKG001633,CUST00498,TURF008,2024-07-15,08:41:22,21:00,22:00,1,22,Cricket,1000,Pending,Phone Call,NONE
BKG001634,CUST00093,TURF006,2024-02-16,09:06:33,13:00,14:00,1,6,Cricket,1500,Confirmed,Website,FLAT100
BKG001635,CUST00033,TURF049,2025-08-19,00:36:30,13:00,14:00,1,15,Tennis,800,Completed,Phone Call,NONE
BKG001636,CUST01646,TURF013,2024-12-20,23:26:35,12:00,13:00,1,6,Badminton,1500,No-Show,Phone Call,NONE
BKG001637,CUST00209,TURF007,2026-03-14,07:30:59,19:00,20:00,1,19,Pickleball,1500,Confirmed,Phone Call,NONE
BKG001638,CUST01092,TURF035,2026-03-10,15:45:01,16:00,17:00,1,18,Volleyball,800,Confirmed,Website,NONE
BKG001639,CUST01718,TURF008,2025-10-10,09:18:26,06:00,07:00,1,14,Cricket,1000,Completed,Website,FLAT100
BKG001640,CUST01035,TURF041,2026-05-02,00:51:12,11:00,12:00,1,6,Volleyball,2000,No-Show,Phone Call,NONE
BKG001641,CUST01316,TURF007,2026-02-12,12:30:54,13:00,14:00,1,11,Pickleball,1500,Confirmed,Walk-in,FLAT100
BKG001642,CUST01205,TURF031,2024-11-15,04:03:53,13:00,14:00,1,21,Football,2000,Pending,Walk-in,NONE
BKG001643,CUST01963,TURF018,2024-04-10,03:10:24,14:00,15:00,1,20,Pickleball,1200,Confirmed,Phone Call,SUMMER20
BKG001644,CUST01930,TURF016,2025-07-07,06:19:38,15:00,16:00,1,18,Cricket,2000,Completed,Walk-in,NONE
BKG001645,CUST00655,TURF002,2025-09-22,01:51:09,06:00,07:00,1,18,Basketball,2500,Completed,Mobile App,FLAT100
BKG001646,CUST01208,TURF031,2024-05-06,19:30:44,17:00,18:00,1,19,Football,2000,No-Show,Phone Call,NONE
BKG001647,CUST02432,TURF004,2024-05-19,11:39:19,07:00,08:00,1,9,Football,1000,Cancelled,Phone Call,WEEKEND10
BKG001648,CUST00828,TURF030,2024-02-22,13:59:57,22:00,23:00,1,4,Football,2500,Completed,Walk-in,FLAT100
BKG001649,CUST01036,TURF020,2025-12-17,09:23:47,17:00,18:00,1,18,Basketball,1500,Completed,Website,NONE
BKG001650,CUST00813,TURF041,2024-05-14,05:06:49,22:00,23:00,1,6,Volleyball,2000,Completed,Website,FIRST50
BKG001651,CUST01986,TURF048,2025-02-25,13:35:16,13:00,14:00,1,19,Tennis,1800,Confirmed,Walk-in,NONE
BKG001652,CUST01264,TURF045,2025-04-14,01:07:51,10:00,11:00,1,19,Hockey,2500,Confirmed,Phone Call,NONE
BKG001653,CUST00733,TURF043,2025-05-10,23:18:58,08:00,09:00,1,6,Volleyball,1500,Completed,Mobile App,FIRST50
BKG001654,CUST00760,TURF031,2025-05-11,02:19:54,06:00,07:00,1,22,Football,2000,Completed,Walk-in,NONE
BKG001655,CUST00418,TURF019,2025-01-24,06:28:12,22:00,23:00,1,6,Football,1000,Confirmed,Mobile App,NONE
BKG001656,CUST02335,TURF050,2026-04-01,14:26:33,09:00,10:00,1,8,Badminton,1800,Completed,Mobile App,NONE
BKG001657,CUST01335,TURF002,2024-03-06,01:36:17,11:00,12:00,1,17,Basketball,2500,Completed,Walk-in,WEEKEND10
BKG001658,CUST02491,TURF008,2024-12-06,15:44:57,17:00,18:00,1,20,Cricket,1000,Cancelled,Phone Call,WEEKEND10
BKG001659,CUST01865,TURF038,2026-01-16,17:55:11,21:00,22:00,1,20,Tennis,800,Confirmed,Walk-in,NONE
BKG001660,CUST00035,TURF049,2026-06-06,03:56:30,20:00,21:00,1,18,Tennis,800,Confirmed,Walk-in,FLAT100
BKG001661,CUST00858,TURF019,2025-11-12,22:16:36,15:00,16:00,1,16,Football,1000,Cancelled,Website,FLAT100
BKG001662,CUST01819,TURF026,2025-01-06,09:30:57,17:00,18:00,1,7,Basketball,1500,Pending,Website,NONE
BKG001663,CUST01869,TURF039,2024-08-22,13:47:28,17:00,18:00,1,9,Cricket,2500,Confirmed,Phone Call,FIRST50
BKG001664,CUST02473,TURF017,2025-06-16,12:12:10,15:00,16:00,1,8,Tennis,1200,Confirmed,Walk-in,NONE
BKG001665,CUST00853,TURF023,2025-03-20,11:40:42,17:00,18:00,1,13,Tennis,1500,Completed,Website,NONE
BKG001666,CUST00715,TURF001,2025-10-01,14:21:23,21:00,22:00,1,18,Basketball,1000,Confirmed,Website,NONE
BKG001667,CUST02142,TURF025,2026-03-17,05:11:44,08:00,09:00,1,14,Pickleball,2500,Confirmed,Walk-in,NONE
BKG001668,CUST02467,TURF006,2026-04-01,12:30:49,12:00,13:00,1,12,Cricket,1500,Confirmed,Walk-in,NONE
BKG001669,CUST00991,TURF013,2025-11-19,18:02:05,12:00,13:00,1,8,Badminton,1500,Confirmed,Website,NONE
BKG001670,CUST00610,TURF016,2024-11-06,20:12:01,08:00,09:00,1,4,Cricket,2000,Confirmed,Walk-in,NONE
BKG001671,CUST02273,TURF049,2026-06-11,06:33:00,19:00,20:00,1,10,Tennis,800,Completed,Website,FLAT100
BKG001672,CUST00527,TURF050,2024-02-21,16:42:57,06:00,07:00,1,9,Badminton,1800,Completed,Mobile App,FIRST50
BKG001673,CUST00077,TURF030,2025-07-17,03:38:35,18:00,19:00,1,7,Football,2500,Cancelled,Mobile App,FIRST50
BKG001674,CUST00114,TURF048,2025-09-15,23:41:39,15:00,16:00,1,19,Tennis,1800,Completed,Mobile App,WEEKEND10
BKG001675,CUST02362,TURF021,2024-06-11,04:07:15,10:00,11:00,1,7,Tennis,2500,Confirmed,Walk-in,FIRST50
BKG001676,CUST00331,TURF018,2025-02-03,11:52:20,17:00,18:00,1,17,Pickleball,1200,Completed,Phone Call,NONE
BKG001677,CUST02438,TURF018,2025-04-08,00:38:42,13:00,14:00,1,8,Pickleball,1200,Confirmed,Website,FIRST50
BKG001678,CUST02442,TURF009,2024-10-05,00:40:57,22:00,23:00,1,7,Badminton,1000,Confirmed,Walk-in,NONE
BKG001679,CUST01588,TURF017,2026-05-17,21:02:46,08:00,09:00,1,13,Tennis,1200,Confirmed,Walk-in,NONE
BKG001680,CUST02463,TURF049,2025-01-23,07:10:37,14:00,15:00,1,20,Tennis,800,Confirmed,Phone Call,NONE
BKG001681,CUST02274,TURF027,2025-02-21,18:10:25,19:00,20:00,1,12,Badminton,1800,Confirmed,Walk-in,NONE
BKG001682,CUST00220,TURF044,2025-07-27,11:27:47,20:00,21:00,1,7,Hockey,1000,Cancelled,Website,NONE
BKG001683,CUST01637,TURF034,2025-05-20,02:29:00,12:00,13:00,1,7,Tennis,1200,Completed,Walk-in,NONE
BKG001684,CUST01988,TURF025,2026-01-30,05:05:32,14:00,15:00,1,17,Pickleball,2500,Completed,Phone Call,NONE
BKG001685,CUST01885,TURF011,2024-05-19,21:49:07,11:00,12:00,1,12,Volleyball,2500,Completed,Phone Call,SUMMER20
BKG001686,CUST00874,TURF001,2025-10-21,18:21:43,17:00,18:00,1,16,Basketball,1000,Completed,Phone Call,NONE
BKG001687,CUST00156,TURF038,2024-02-19,02:35:12,08:00,09:00,1,7,Tennis,800,Completed,Website,WEEKEND10
BKG001688,CUST01877,TURF019,2024-07-14,21:12:03,11:00,12:00,1,20,Football,1000,Completed,Website,SUMMER20
BKG001689,CUST00005,TURF012,2026-01-18,23:42:29,09:00,10:00,1,18,Badminton,1000,Confirmed,Phone Call,NONE
BKG001690,CUST01074,TURF046,2025-07-02,23:00:48,17:00,18:00,1,17,Football,800,No-Show,Phone Call,SUMMER20
BKG001691,CUST01014,TURF046,2024-07-26,19:23:15,21:00,22:00,1,7,Football,800,Confirmed,Website,NONE
BKG001692,CUST00877,TURF006,2025-01-12,18:55:53,15:00,16:00,1,8,Cricket,1500,Cancelled,Walk-in,NONE
BKG001693,CUST01067,TURF010,2026-02-20,21:44:37,13:00,14:00,1,7,Pickleball,2500,Completed,Mobile App,NONE
BKG001694,CUST02443,TURF048,2024-06-29,10:08:30,21:00,22:00,1,6,Tennis,1800,Confirmed,Walk-in,NONE
BKG001695,CUST00202,TURF045,2026-04-26,23:42:44,20:00,21:00,1,14,Hockey,2500,Confirmed,Walk-in,WEEKEND10
BKG001696,CUST01836,TURF034,2026-02-20,22:02:29,15:00,16:00,1,19,Tennis,1200,Confirmed,Phone Call,SUMMER20
BKG001697,CUST02436,TURF049,2025-04-29,02:59:48,13:00,14:00,1,16,Tennis,800,Confirmed,Phone Call,NONE
BKG001698,CUST02323,TURF049,2025-07-23,23:44:03,09:00,10:00,1,17,Tennis,800,Confirmed,Phone Call,NONE
BKG001699,CUST02481,TURF039,2025-07-11,19:42:52,10:00,11:00,1,9,Cricket,2500,Completed,Phone Call,SUMMER20
BKG001700,CUST00327,TURF028,2025-11-03,01:48:42,22:00,23:00,1,16,Volleyball,1500,Completed,Phone Call,SUMMER20
BKG001701,CUST01392,TURF044,2025-11-15,11:22:09,22:00,23:00,1,8,Hockey,1000,Completed,Mobile App,NONE
BKG001702,CUST01352,TURF045,2025-07-15,06:26:08,18:00,19:00,1,8,Hockey,2500,Cancelled,Walk-in,NONE
BKG001703,CUST00931,TURF021,2025-08-26,10:50:08,08:00,09:00,1,5,Tennis,2500,Confirmed,Website,FIRST50
BKG001704,CUST01945,TURF032,2025-04-07,11:38:59,16:00,17:00,1,18,Cricket,800,Cancelled,Website,FIRST50
BKG001705,CUST01600,TURF033,2024-08-17,08:36:02,06:00,07:00,1,22,Badminton,1000,No-Show,Website,NONE
BKG001706,CUST00930,TURF012,2025-08-09,23:11:27,18:00,19:00,1,5,Badminton,1000,Confirmed,Mobile App,FIRST50
BKG001707,CUST01924,TURF042,2026-06-04,12:50:04,12:00,13:00,1,19,Badminton,1500,Confirmed,Website,FIRST50
BKG001708,CUST02369,TURF044,2026-01-17,21:12:04,13:00,14:00,1,20,Hockey,1000,Confirmed,Website,NONE
BKG001709,CUST01114,TURF047,2024-03-05,06:45:26,21:00,22:00,1,6,Pickleball,1200,Completed,Walk-in,FIRST50
BKG001710,CUST01429,TURF038,2024-06-30,02:16:07,22:00,23:00,1,14,Tennis,800,No-Show,Website,FLAT100
BKG001711,CUST00762,TURF032,2025-09-17,00:17:52,11:00,12:00,1,22,Cricket,800,Confirmed,Phone Call,NONE
BKG001712,CUST01324,TURF006,2024-02-14,09:02:22,08:00,09:00,1,4,Cricket,1500,Completed,Phone Call,NONE
BKG001713,CUST02144,TURF039,2024-02-23,17:20:16,20:00,21:00,1,22,Cricket,2500,Completed,Walk-in,NONE
BKG001714,CUST01749,TURF042,2025-03-08,02:45:00,17:00,18:00,1,12,Badminton,1500,No-Show,Walk-in,NONE
BKG001715,CUST01281,TURF040,2024-11-28,11:24:09,06:00,07:00,1,18,Basketball,2000,Confirmed,Phone Call,NONE
BKG001716,CUST02088,TURF045,2024-10-24,23:02:41,18:00,19:00,1,22,Hockey,2500,Cancelled,Phone Call,NONE
BKG001717,CUST00900,TURF047,2025-01-28,18:36:16,21:00,22:00,1,20,Pickleball,1200,Confirmed,Phone Call,SUMMER20
BKG001718,CUST02063,TURF030,2024-10-02,13:55:25,15:00,16:00,1,4,Football,2500,Cancelled,Phone Call,NONE
BKG001719,CUST02214,TURF037,2024-09-25,00:13:58,16:00,17:00,1,19,Tennis,1500,Completed,Phone Call,NONE
BKG001720,CUST01973,TURF030,2026-05-02,02:25:45,19:00,20:00,1,14,Football,2500,Pending,Mobile App,NONE
BKG001721,CUST00881,TURF024,2025-09-18,09:57:00,18:00,19:00,1,16,Volleyball,1000,Completed,Website,NONE
BKG001722,CUST00590,TURF050,2025-06-20,17:22:20,16:00,17:00,1,20,Badminton,1800,Confirmed,Phone Call,NONE
BKG001723,CUST01134,TURF031,2024-07-12,05:24:42,18:00,19:00,1,15,Football,2000,Confirmed,Website,NONE
BKG001724,CUST02016,TURF006,2026-04-07,08:41:09,21:00,22:00,1,6,Cricket,1500,Completed,Walk-in,NONE
BKG001725,CUST00393,TURF012,2024-11-10,14:37:38,13:00,14:00,1,11,Badminton,1000,Completed,Mobile App,NONE
BKG001726,CUST02018,TURF004,2025-11-27,10:17:03,11:00,12:00,1,22,Football,1000,Completed,Website,NONE
BKG001727,CUST02198,TURF004,2024-01-03,03:56:31,13:00,14:00,1,6,Football,1000,Confirmed,Walk-in,FIRST50
BKG001728,CUST00100,TURF028,2025-03-06,19:49:44,15:00,16:00,1,21,Volleyball,1500,Confirmed,Mobile App,NONE
BKG001729,CUST00258,TURF029,2026-03-19,04:43:21,07:00,08:00,1,8,Pickleball,2000,Confirmed,Phone Call,SUMMER20
BKG001730,CUST01447,TURF038,2026-04-08,14:58:26,07:00,08:00,1,15,Tennis,800,Confirmed,Mobile App,NONE
BKG001731,CUST02068,TURF039,2026-01-24,12:56:38,11:00,12:00,1,20,Cricket,2500,Confirmed,Mobile App,NONE
BKG001732,CUST01138,TURF015,2026-04-27,07:17:25,17:00,18:00,1,14,Football,2500,Completed,Mobile App,NONE
BKG001733,CUST00330,TURF021,2026-01-15,16:53:57,11:00,12:00,1,7,Tennis,2500,Confirmed,Website,SUMMER20
BKG001734,CUST00748,TURF038,2024-01-24,16:40:23,07:00,08:00,1,21,Tennis,800,Completed,Mobile App,NONE
BKG001735,CUST00115,TURF028,2025-10-02,10:54:16,08:00,09:00,1,15,Volleyball,1500,Completed,Mobile App,WEEKEND10
BKG001736,CUST00926,TURF050,2025-12-08,07:47:48,11:00,12:00,1,10,Badminton,1800,Confirmed,Phone Call,NONE
BKG001737,CUST01756,TURF016,2024-01-05,04:04:37,15:00,16:00,1,6,Cricket,2000,Confirmed,Mobile App,FLAT100
BKG001738,CUST01958,TURF046,2024-08-06,09:46:58,22:00,23:00,1,14,Football,800,Completed,Walk-in,NONE
BKG001739,CUST02095,TURF001,2025-05-16,03:46:01,16:00,17:00,1,6,Basketball,1000,Confirmed,Mobile App,FLAT100
BKG001740,CUST00195,TURF017,2025-03-29,23:19:54,14:00,15:00,1,7,Tennis,1200,Confirmed,Mobile App,NONE
BKG001741,CUST01392,TURF001,2025-08-06,23:55:34,10:00,11:00,1,20,Basketball,1000,Confirmed,Phone Call,SUMMER20
BKG001742,CUST01852,TURF024,2024-06-02,16:03:49,20:00,21:00,1,16,Volleyball,1000,No-Show,Website,NONE
BKG001743,CUST02320,TURF003,2026-03-31,02:15:42,13:00,14:00,1,21,Cricket,1000,Completed,Mobile App,NONE
BKG001744,CUST01082,TURF041,2025-02-01,10:09:04,15:00,16:00,1,6,Volleyball,2000,Completed,Phone Call,NONE
BKG001745,CUST01898,TURF024,2026-02-23,15:39:56,09:00,10:00,1,21,Volleyball,1000,Completed,Website,SUMMER20
BKG001746,CUST02138,TURF017,2024-09-26,13:41:49,13:00,14:00,1,17,Tennis,1200,Completed,Phone Call,NONE
BKG001747,CUST01587,TURF014,2025-09-30,04:20:34,08:00,09:00,1,12,Basketball,1500,Confirmed,Walk-in,NONE
BKG001748,CUST01512,TURF011,2025-11-03,02:03:24,15:00,16:00,1,13,Volleyball,2500,Completed,Phone Call,NONE
BKG001749,CUST00754,TURF019,2024-05-09,15:34:37,15:00,16:00,1,12,Football,1000,Completed,Phone Call,FLAT100
BKG001750,CUST01738,TURF050,2025-11-23,20:36:29,18:00,19:00,1,17,Badminton,1800,Confirmed,Website,NONE
BKG001751,CUST01718,TURF050,2024-11-06,03:01:15,15:00,16:00,1,9,Badminton,1800,Pending,Walk-in,NONE
BKG001752,CUST01546,TURF044,2024-12-15,09:03:50,17:00,18:00,1,10,Hockey,1000,Completed,Mobile App,WEEKEND10
BKG001753,CUST01526,TURF046,2026-01-17,10:10:18,07:00,08:00,1,10,Football,800,Confirmed,Phone Call,NONE
BKG001754,CUST02345,TURF050,2024-11-14,06:43:25,06:00,07:00,1,5,Badminton,1800,Completed,Walk-in,FIRST50
BKG001755,CUST02136,TURF043,2024-07-24,14:41:12,10:00,11:00,1,19,Volleyball,1500,No-Show,Walk-in,FIRST50
BKG001756,CUST01495,TURF050,2025-12-03,07:07:43,18:00,19:00,1,7,Badminton,1800,Confirmed,Website,FIRST50
BKG001757,CUST00551,TURF023,2026-02-16,19:19:10,07:00,08:00,1,14,Tennis,1500,Completed,Website,NONE
BKG001758,CUST00304,TURF006,2024-09-14,07:22:10,13:00,14:00,1,9,Cricket,1500,Completed,Walk-in,NONE
BKG001759,CUST00142,TURF026,2024-01-24,14:10:11,21:00,22:00,1,8,Basketball,1500,Completed,Walk-in,NONE
BKG001760,CUST00607,TURF030,2024-08-21,09:15:53,06:00,07:00,1,15,Football,2500,Confirmed,Walk-in,NONE
BKG001761,CUST01515,TURF004,2025-09-01,03:38:54,12:00,13:00,1,7,Football,1000,Cancelled,Website,NONE
BKG001762,CUST00317,TURF049,2024-07-15,19:24:55,06:00,07:00,1,12,Tennis,800,Confirmed,Phone Call,SUMMER20
BKG001763,CUST01137,TURF010,2024-07-03,15:38:23,17:00,18:00,1,17,Pickleball,2500,Completed,Walk-in,NONE
BKG001764,CUST01346,TURF037,2025-02-02,09:57:52,16:00,17:00,1,5,Tennis,1500,Completed,Mobile App,FLAT100
BKG001765,CUST01375,TURF050,2026-03-25,09:02:54,22:00,23:00,1,19,Badminton,1800,Cancelled,Website,NONE
BKG001766,CUST01590,TURF014,2025-04-14,22:11:21,21:00,22:00,1,18,Basketball,1500,Confirmed,Website,WEEKEND10
BKG001767,CUST00660,TURF030,2025-09-09,10:35:58,07:00,08:00,1,19,Football,2500,Completed,Mobile App,FIRST50
BKG001768,CUST00080,TURF035,2024-08-08,13:44:14,11:00,12:00,1,19,Volleyball,800,Cancelled,Walk-in,NONE
BKG001769,CUST01189,TURF024,2024-09-11,22:06:10,20:00,21:00,1,18,Volleyball,1000,No-Show,Phone Call,FIRST50
BKG001770,CUST02308,TURF024,2025-07-12,19:27:53,13:00,14:00,1,18,Volleyball,1000,Confirmed,Website,NONE
BKG001771,CUST02357,TURF018,2025-02-09,21:22:19,21:00,22:00,1,7,Pickleball,1200,No-Show,Walk-in,NONE
BKG001772,CUST01015,TURF029,2024-02-13,16:35:22,13:00,14:00,1,15,Pickleball,2000,Cancelled,Mobile App,SUMMER20
BKG001773,CUST00419,TURF033,2024-05-17,00:32:19,07:00,08:00,1,8,Badminton,1000,Completed,Walk-in,WEEKEND10
BKG001774,CUST01858,TURF032,2025-04-19,19:57:46,08:00,09:00,1,10,Cricket,800,Confirmed,Phone Call,NONE
BKG001775,CUST00757,TURF015,2025-06-29,08:36:50,09:00,10:00,1,4,Football,2500,Cancelled,Mobile App,NONE
BKG001776,CUST00413,TURF040,2025-10-04,21:17:46,07:00,08:00,1,5,Basketball,2000,Confirmed,Walk-in,NONE
BKG001777,CUST01779,TURF026,2024-11-15,06:36:31,20:00,21:00,1,12,Basketball,1500,Completed,Website,NONE
BKG001778,CUST01425,TURF041,2024-05-12,05:34:11,16:00,17:00,1,6,Volleyball,2000,Completed,Phone Call,NONE
BKG001779,CUST02097,TURF004,2024-06-21,03:27:42,09:00,10:00,1,7,Football,1000,Completed,Website,NONE
BKG001780,CUST02057,TURF050,2024-05-27,23:51:19,12:00,13:00,1,17,Badminton,1800,Completed,Website,NONE
BKG001781,CUST00405,TURF049,2025-08-10,14:35:14,14:00,15:00,1,15,Tennis,800,Confirmed,Website,SUMMER20
BKG001782,CUST02460,TURF020,2024-06-20,17:56:07,21:00,22:00,1,16,Basketball,1500,Cancelled,Website,WEEKEND10
BKG001783,CUST01387,TURF019,2024-02-14,15:55:41,22:00,23:00,1,17,Football,1000,Confirmed,Website,NONE
BKG001784,CUST01260,TURF021,2025-02-26,11:36:01,08:00,09:00,1,20,Tennis,2500,Confirmed,Website,FIRST50
BKG001785,CUST02245,TURF026,2024-12-03,19:19:17,17:00,18:00,1,11,Basketball,1500,Completed,Website,WEEKEND10
BKG001786,CUST01110,TURF020,2026-01-10,23:45:55,09:00,10:00,1,19,Basketball,1500,Confirmed,Phone Call,FIRST50
BKG001787,CUST00408,TURF037,2026-01-23,21:14:30,12:00,13:00,1,4,Tennis,1500,Completed,Phone Call,SUMMER20
BKG001788,CUST00238,TURF012,2026-01-09,12:09:28,20:00,21:00,1,5,Badminton,1000,Cancelled,Phone Call,NONE
BKG001789,CUST00019,TURF035,2024-11-27,20:29:08,16:00,17:00,1,13,Volleyball,800,Completed,Mobile App,NONE
BKG001790,CUST01083,TURF046,2024-11-25,04:38:35,21:00,22:00,1,6,Football,800,Confirmed,Website,WEEKEND10
BKG001791,CUST01203,TURF013,2025-06-27,07:58:47,14:00,15:00,1,12,Badminton,1500,Completed,Website,NONE
BKG001792,CUST01751,TURF018,2024-09-25,15:07:12,09:00,10:00,1,17,Pickleball,1200,Cancelled,Website,NONE
BKG001793,CUST00904,TURF038,2025-12-01,02:22:23,10:00,11:00,1,18,Tennis,800,Completed,Walk-in,NONE
BKG001794,CUST00817,TURF042,2024-04-28,05:42:26,15:00,16:00,1,6,Badminton,1500,Confirmed,Mobile App,NONE
BKG001795,CUST01159,TURF033,2025-05-06,05:17:07,10:00,11:00,1,17,Badminton,1000,Cancelled,Mobile App,NONE
BKG001796,CUST00960,TURF029,2026-06-02,17:25:58,16:00,17:00,1,20,Pickleball,2000,Cancelled,Phone Call,NONE
BKG001797,CUST00680,TURF016,2024-04-25,05:03:11,12:00,13:00,1,18,Cricket,2000,Cancelled,Walk-in,NONE
BKG001798,CUST02470,TURF046,2026-01-03,16:12:00,12:00,13:00,1,10,Football,800,Confirmed,Phone Call,NONE
BKG001799,CUST01067,TURF004,2024-04-26,06:18:55,20:00,21:00,1,7,Football,1000,Completed,Mobile App,WEEKEND10
BKG001800,CUST01641,TURF030,2025-10-29,23:26:26,16:00,17:00,1,15,Football,2500,Pending,Phone Call,WEEKEND10
BKG001801,CUST00371,TURF014,2024-12-21,02:22:11,08:00,09:00,1,11,Basketball,1500,Confirmed,Phone Call,SUMMER20
BKG001802,CUST00701,TURF004,2026-04-20,22:59:11,20:00,21:00,1,8,Football,1000,Completed,Walk-in,NONE
BKG001803,CUST01647,TURF017,2025-08-06,16:37:30,18:00,19:00,1,12,Tennis,1200,No-Show,Phone Call,NONE
BKG001804,CUST00484,TURF008,2025-04-08,03:16:32,11:00,12:00,1,20,Cricket,1000,Confirmed,Mobile App,FIRST50
BKG001805,CUST02440,TURF038,2025-07-27,18:33:27,20:00,21:00,1,21,Tennis,800,Completed,Mobile App,NONE
BKG001806,CUST00555,TURF047,2024-11-02,08:33:11,08:00,09:00,1,18,Pickleball,1200,Confirmed,Website,FLAT100
BKG001807,CUST01564,TURF031,2025-04-14,04:19:27,16:00,17:00,1,4,Football,2000,Completed,Website,FIRST50
