ReviewID,BookingID,CustomerID,TurfID,Rating,ReviewTag,ReviewDate,WouldRecommend,ResponseFromOwner
REV01003,BKG004647,CUST02486,TURF032,4,Great experience,2025-11-02,Yes,No
REV01004,BKG008492,CUST02303,TURF049,5,Value for money,2026-03-27,Yes,No
REV01005,BKG005747,CUST01879,TURF050,5,Average experience,2025-08-10,Yes,No
REV01006,BKG002856,CUST01516,TURF041,5,Clean facility,2025-10-28,Yes,No
REV01007,BKG005109,CUST01355,TURF031,4,Value for money,2024-09-28,Yes,Yes
REV01008,BKG006199,CUST02185,TURF019,4,Average experience,2025-08-25,Yes,Yes
REV01009,BKG000228,CUST01154,TURF015,5,Excellent surface quality,2025-07-07,Yes,Yes
REV01010,BKG006634,CUST01085,TURF046,4,Value for money,2024-05-09,Yes,Yes
REV01011,BKG005185,CUST01214,TURF037,1,Clean facility,2026-04-05,No,Yes
REV01012,BKG005858,CUST02446,TURF009,1,Average experience,2025-02-11,Yes,No
REV01013,BKG001225,CUST02239,TURF031,5,Crowded,2024-03-26,Yes,Yes
REV01014,BKG006679,CUST01271,TURF011,5,Clean facility,2025-11-11,Yes,No
REV01015,BKG006594,CUST00002,TURF036,3,Friendly staff,2026-05-28,No,No
REV01016,BKG005536,CUST01851,TURF023,5,Excellent surface quality,2024-01-29,Yes,No
REV01017,BKG000474,CUST00899,TURF011,3,Great experience,2024-08-12,Yes,No
REV01018,BKG007802,CUST01050,TURF049,5,Friendly staff,2025-02-27,Yes,Yes
REV01019,BKG000260,CUST01151,TURF038,5,Poor lighting,2025-07-02,Yes,No
REV01020,BKG004278,CUST01091,TURF002,5,Will book again,2024-06-08,Yes,Yes
REV01021,BKG001081,CUST01187,TURF025,5,Will book again,2024-03-12,Yes,No
REV01022,BKG004643,CUST00398,TURF017,5,Average experience,2025-01-23,Yes,No
REV01023,BKG003803,CUST00344,TURF017,3,Clean facility,2024-08-23,No,No
REV01024,BKG002660,CUST01495,TURF039,3,Great experience,2026-04-09,Yes,No
REV01025,BKG005095,CUST01413,TURF010,4,Friendly staff,2025-01-24,Yes,Yes
REV01026,BKG004113,CUST01500,TURF040,4,Value for money,2024-11-26,Yes,No
REV01027,BKG008851,CUST02420,TURF038,4,Will book again,2026-03-07,Yes,Yes
REV01028,BKG009465,CUST00622,TURF026,4,Great experience,2024-09-12,Yes,No
REV01029,BKG004406,CUST01840,TURF031,5,Will book again,2024-12-30,Yes,No
REV01030,BKG009709,CUST00565,TURF046,4,Clean facility,2025-10-25,Yes,No
REV01031,BKG000083,CUST00468,TURF015,5,Average experience,2025-08-05,Yes,No
REV01032,BKG000055,CUST02057,TURF048,5,Will book again,2025-06-07,Yes,No
REV01033,BKG000165,CUST00536,TURF003,3,Value for money,2026-01-01,Yes,No
REV01034,BKG000050,CUST00901,TURF020,5,Average experience,2024-12-25,Yes,No
REV01035,BKG007764,CUST02462,TURF010,5,Crowded,2025-09-16,Yes,No
REV01036,BKG007082,CUST02317,TURF017,4,Will book again,2026-03-01,Yes,Yes
REV01037,BKG002387,CUST00878,TURF016,3,Clean facility,2025-06-20,No,No
REV01038,BKG005101,CUST01682,TURF022,5,Crowded,2026-05-24,Yes,No
REV01039,BKG005315,CUST00276,TURF020,5,Well maintained,2024-10-02,Yes,No
REV01040,BKG000798,CUST01901,TURF018,5,Excellent surface quality,2026-04-22,Yes,Yes
REV01041,BKG000231,CUST02153,TURF014,1,Well maintained,2024-01-04,No,Yes
REV01042,BKG004210,CUST00203,TURF036,5,Clean facility,2026-04-10,Yes,No
REV01043,BKG009006,CUST01877,TURF036,5,Excellent surface quality,2025-07-25,Yes,No
REV01044,BKG009847,CUST00825,TURF031,3,Clean facility,2025-09-17,No,Yes
REV01045,BKG008963,CUST01659,TURF031,4,Well maintained,2025-03-28,Yes,No
REV01046,BKG005981,CUST00456,TURF038,5,Will book again,2026-05-01,Yes,No
REV01047,BKG003942,CUST02052,TURF044,5,Will book again,2025-11-07,Yes,No
REV01048,BKG004261,CUST01567,TURF009,4,Friendly staff,2024-09-04,Yes,Yes
REV01049,BKG004419,CUST01018,TURF025,2,Average experience,2024-09-27,No,No
REV01050,BKG001000,CUST01077,TURF010,4,Excellent surface quality,2025-11-29,Yes,No
REV01051,BKG001821,CUST01094,TURF005,5,Well maintained,2025-05-16,Yes,No
REV01052,BKG004738,CUST00378,TURF039,5,Great experience,2024-02-25,Yes,No
REV01053,BKG008857,CUST00759,TURF042,5,Average experience,2024-02-08,Yes,Yes
REV01054,BKG007898,CUST00017,TURF016,5,Excellent surface quality,2024-03-29,Yes,Yes
REV01055,BKG008738,CUST01624,TURF028,4,Will book again,2026-01-25,Yes,Yes
REV01056,BKG007737,CUST00649,TURF001,3,Excellent surface quality,2025-08-08,Yes,No
REV01057,BKG000719,CUST01555,TURF025,5,Friendly staff,2024-10-13,Yes,Yes
REV01058,BKG006578,CUST01733,TURF043,3,Excellent surface quality,2025-02-07,Yes,No
REV01059,BKG007118,CUST00050,TURF047,4,Excellent surface quality,2024-06-17,Yes,No
REV01060,BKG005706,CUST01697,TURF021,1,Friendly staff,2026-05-21,No,No
REV01061,BKG009869,CUST02101,TURF022,4,Friendly staff,2025-01-30,Yes,No
REV01062,BKG002746,CUST02433,TURF039,5,Average experience,2025-02-28,Yes,No
REV01063,BKG005282,CUST00181,TURF049,5,Great experience,2025-05-27,Yes,Yes
REV01064,BKG002833,CUST01273,TURF013,4,Excellent surface quality,2024-05-16,Yes,No
REV01065,BKG007596,CUST00350,TURF027,4,Excellent surface quality,2024-01-14,Yes,Yes
REV01066,BKG002662,CUST00347,TURF018,5,Crowded,2025-11-16,Yes,No
REV01067,BKG007797,CUST01286,TURF031,5,Friendly staff,2026-04-30,Yes,No
REV01068,BKG003587,CUST01320,TURF011,1,Clean facility,2025-12-26,Yes,No
REV01069,BKG002489,CUST02117,TURF032,5,Crowded,2025-04-10,Yes,No
REV01070,BKG005443,CUST00072,TURF020,4,Value for money,2026-06-03,Yes,No
REV01071,BKG007728,CUST02470,TURF020,4,Poor lighting,2025-05-19,Yes,No
REV01072,BKG001188,CUST00023,TURF037,3,Crowded,2024-04-14,Yes,Yes
REV01073,BKG009075,CUST02092,TURF004,5,Clean facility,2024-01-03,Yes,Yes
REV01074,BKG003311,CUST01018,TURF033,5,Friendly staff,2024-06-24,Yes,No
REV01075,BKG001240,CUST00883,TURF002,5,Well maintained,2024-05-29,Yes,No
REV01076,BKG005222,CUST00147,TURF012,5,Value for money,2024-05-09,Yes,No
REV01077,BKG000073,CUST00552,TURF021,3,Friendly staff,2026-02-10,Yes,No
REV01078,BKG009822,CUST01853,TURF024,4,Well maintained,2025-05-23,Yes,No
REV01079,BKG009323,CUST01723,TURF018,5,Clean facility,2024-10-27,Yes,No
REV01080,BKG001093,CUST00316,TURF033,5,Friendly staff,2024-03-21,Yes,No
REV01081,BKG007230,CUST00337,TURF032,4,Average experience,2024-03-11,Yes,No
REV01082,BKG003634,CUST01298,TURF008,5,Well maintained,2024-04-27,Yes,No
REV01083,BKG009227,CUST00596,TURF047,4,Clean facility,2024-12-08,Yes,Yes
REV01084,BKG001462,CUST00352,TURF013,4,Crowded,2024-05-02,Yes,No
REV01085,BKG002124,CUST01459,TURF002,4,Value for money,2024-03-22,Yes,No
REV01086,BKG001991,CUST01761,TURF014,5,Well maintained,2026-04-03,Yes,No
REV01087,BKG009899,CUST02099,TURF023,4,Value for money,2024-11-10,Yes,Yes
REV01088,BKG000919,CUST02264,TURF038,2,Will book again,2024-01-14,Yes,Yes
REV01089,BKG003303,CUST01580,TURF003,2,Clean facility,2025-10-08,No,No
REV01090,BKG000373,CUST00260,TURF009,4,Will book again,2026-03-24,Yes,Yes
REV01091,BKG009200,CUST00322,TURF035,5,Friendly staff,2024-05-11,Yes,No
REV01092,BKG005249,CUST02432,TURF050,4,Well maintained,2026-01-01,Yes,No
REV01093,BKG009645,CUST00803,TURF032,4,Will book again,2025-12-31,Yes,No
REV01094,BKG000048,CUST00926,TURF024,4,Clean facility,2025-04-05,Yes,Yes
REV01095,BKG006575,CUST01380,TURF036,4,Friendly staff,2025-08-26,Yes,Yes
REV01096,BKG001305,CUST01112,TURF033,4,Great experience,2025-07-10,Yes,Yes
REV01097,BKG005229,CUST02131,TURF022,5,Value for money,2025-02-19,Yes,No
REV01098,BKG002477,CUST00064,TURF020,4,Friendly staff,2024-03-06,Yes,Yes
REV01099,BKG005191,CUST01975,TURF028,3,Great experience,2025-04-26,Yes,No
REV01100,BKG007329,CUST00259,TURF020,5,Well maintained,2024-12-03,Yes,No
REV01101,BKG008648,CUST00074,TURF049,2,Value for money,2024-01-18,Yes,No
REV01102,BKG005073,CUST01979,TURF038,5,Great experience,2025-06-19,Yes,No
REV01103,BKG006596,CUST01532,TURF011,4,Well maintained,2024-12-06,Yes,Yes
REV01104,BKG009012,CUST00363,TURF041,5,Poor lighting,2024-12-25,Yes,No
REV01105,BKG001228,CUST01841,TURF004,5,Crowded,2025-11-23,Yes,No
REV01106,BKG001868,CUST01924,TURF014,5,Average experience,2026-04-11,Yes,No
REV01107,BKG000058,CUST02301,TURF022,5,Crowded,2024-09-22,Yes,Yes
REV01108,BKG005633,CUST01004,TURF013,1,Value for money,2024-10-20,No,Yes
REV01109,BKG009056,CUST01845,TURF031,1,Value for money,2024-06-30,Yes,No
REV01110,BKG006416,CUST00888,TURF033,4,Friendly staff,2025-10-26,Yes,No
REV01111,BKG009272,CUST01660,TURF050,4,Clean facility,2024-06-23,Yes,No
REV01112,BKG008640,CUST00361,TURF039,5,Average experience,2024-11-10,Yes,No
REV01113,BKG002320,CUST00421,TURF003,2,Great experience,2026-04-20,No,Yes
REV01114,BKG006376,CUST00543,TURF036,4,Will book again,2024-05-01,Yes,No
REV01115,BKG009432,CUST01974,TURF024,5,Friendly staff,2025-09-03,Yes,No
REV01116,BKG007465,CUST00526,TURF025,5,Friendly staff,2024-11-16,Yes,No
REV01117,BKG009586,CUST01481,TURF027,4,Average experience,2025-09-27,Yes,Yes
REV01118,BKG007178,CUST02303,TURF036,4,Value for money,2024-01-07,Yes,Yes
REV01119,BKG000635,CUST00814,TURF015,5,Clean facility,2025-12-15,Yes,No
REV01120,BKG004260,CUST00780,TURF024,5,Will book again,2025-01-25,Yes,No
REV01121,BKG004389,CUST02276,TURF031,5,Clean facility,2024-08-22,Yes,No
REV01122,BKG000523,CUST02176,TURF041,4,Poor lighting,2025-08-28,Yes,No
REV01123,BKG008892,CUST00249,TURF045,5,Average experience,2024-09-23,Yes,No
REV01124,BKG006395,CUST01786,TURF001,4,Excellent surface quality,2024-03-10,Yes,No
REV01125,BKG006368,CUST02436,TURF042,4,Well maintained,2025-08-27,Yes,No
REV01126,BKG002979,CUST02496,TURF046,4,Excellent surface quality,2025-12-21,Yes,No
REV01127,BKG000998,CUST01988,TURF005,3,Average experience,2026-06-17,No,No
REV01128,BKG001252,CUST01419,TURF018,5,Friendly staff,2025-11-12,Yes,No
REV01129,BKG003197,CUST02322,TURF023,3,Will book again,2024-08-18,No,No
REV01130,BKG005435,CUST00216,TURF009,1,Clean facility,2025-04-26,No,No
REV01131,BKG000614,CUST00747,TURF014,5,Will book again,2024-03-10,Yes,No
REV01132,BKG007912,CUST00737,TURF021,4,Poor lighting,2025-06-23,Yes,Yes
REV01133,BKG004122,CUST00513,TURF050,4,Poor lighting,2026-06-10,Yes,No
REV01134,BKG005933,CUST00680,TURF014,5,Crowded,2024-07-19,Yes,No
REV01135,BKG005423,CUST02456,TURF004,4,Value for money,2024-08-09,Yes,No
REV01136,BKG004958,CUST02331,TURF039,5,Clean facility,2024-08-05,Yes,No
REV01137,BKG009997,CUST00852,TURF024,5,Well maintained,2026-05-16,Yes,Yes
REV01138,BKG004142,CUST00119,TURF008,5,Poor lighting,2026-03-26,Yes,No
REV01139,BKG005576,CUST00665,TURF047,4,Great experience,2026-04-20,Yes,Yes
REV01140,BKG004442,CUST01171,TURF050,5,Average experience,2024-02-25,Yes,No
REV01141,BKG008855,CUST00494,TURF015,3,Excellent surface quality,2024-03-21,Yes,No
REV01142,BKG008404,CUST00086,TURF022,4,Great experience,2025-11-02,Yes,No
REV01143,BKG001926,CUST01608,TURF005,3,Friendly staff,2024-04-12,Yes,No
REV01144,BKG005235,CUST01878,TURF002,5,Will book again,2024-01-10,Yes,Yes
REV01145,BKG002251,CUST01961,TURF001,5,Great experience,2026-03-08,Yes,No
REV01146,BKG004357,CUST00111,TURF007,5,Well maintained,2025-03-07,Yes,No
REV01147,BKG002680,CUST00832,TURF034,5,Clean facility,2024-02-21,Yes,No
REV01148,BKG002669,CUST01749,TURF008,5,Value for money,2026-03-23,Yes,No
REV01149,BKG009934,CUST00491,TURF002,5,Crowded,2026-01-24,Yes,No
REV01150,BKG007538,CUST01195,TURF048,5,Value for money,2026-06-09,Yes,No
REV01151,BKG001806,CUST00555,TURF047,5,Average experience,2024-11-02,Yes,No
REV01152,BKG002389,CUST01084,TURF020,4,Average experience,2026-05-02,Yes,No
REV01153,BKG007109,CUST01767,TURF042,4,Friendly staff,2026-02-21,Yes,Yes
REV01154,BKG000478,CUST02463,TURF004,4,Value for money,2026-04-15,Yes,Yes
REV01155,BKG003710,CUST01474,TURF042,3,Friendly staff,2025-05-19,No,Yes
REV01156,BKG006841,CUST00473,TURF013,3,Friendly staff,2025-09-14,Yes,No
REV01157,BKG009873,CUST02214,TURF003,2,Clean facility,2026-01-24,Yes,Yes
REV01158,BKG001500,CUST01877,TURF037,5,Value for money,2024-07-02,Yes,No
REV01159,BKG007305,CUST00095,TURF037,3,Will book again,2024-11-19,No,Yes
REV01160,BKG003956,CUST01398,TURF019,4,Poor lighting,2025-10-03,Yes,No
REV01161,BKG001559,CUST02238,TURF045,5,Great experience,2024-06-08,Yes,No
REV01162,BKG002207,CUST00474,TURF041,5,Average experience,2025-09-04,Yes,Yes
REV01163,BKG003018,CUST01869,TURF015,4,Clean facility,2025-07-21,Yes,No
REV01164,BKG001403,CUST01787,TURF006,4,Friendly staff,2025-01-15,Yes,Yes
REV01165,BKG005543,CUST00765,TURF047,5,Poor lighting,2025-10-03,Yes,No
REV01166,BKG003685,CUST00731,TURF013,4,Friendly staff,2026-01-06,Yes,No
REV01167,BKG003855,CUST02488,TURF030,4,Great experience,2024-07-24,Yes,No
REV01168,BKG000784,CUST01506,TURF032,4,Well maintained,2025-04-22,Yes,Yes
REV01169,BKG008444,CUST00011,TURF019,5,Will book again,2025-11-24,Yes,Yes
REV01170,BKG005044,CUST00942,TURF019,3,Well maintained,2025-11-13,No,No
REV01171,BKG003757,CUST00761,TURF022,4,Great experience,2024-05-29,Yes,No
REV01172,BKG001421,CUST01713,TURF024,2,Crowded,2025-11-14,No,Yes
REV01173,BKG008590,CUST00491,TURF015,5,Excellent surface quality,2025-03-29,Yes,Yes
REV01174,BKG000450,CUST00968,TURF033,5,Clean facility,2025-08-05,Yes,Yes
REV01175,BKG001083,CUST00240,TURF038,5,Value for money,2025-11-10,Yes,Yes
REV01176,BKG000008,CUST01022,TURF039,4,Well maintained,2024-12-03,Yes,Yes
REV01177,BKG005581,CUST01992,TURF042,5,Well maintained,2025-10-23,Yes,No
REV01178,BKG002134,CUST01828,TURF045,4,Friendly staff,2025-09-03,Yes,No
REV01179,BKG008773,CUST01796,TURF034,5,Friendly staff,2026-04-05,Yes,No
REV01180,BKG001744,CUST01082,TURF041,5,Average experience,2025-02-01,Yes,Yes
REV01181,BKG007713,CUST02267,TURF003,4,Clean facility,2024-10-24,Yes,No
REV01182,BKG009757,CUST02285,TURF026,5,Great experience,2026-02-05,Yes,No
REV01183,BKG000664,CUST00420,TURF005,5,Will book again,2025-03-04,Yes,No
REV01184,BKG002322,CUST01076,TURF019,3,Poor lighting,2026-03-10,Yes,No
REV01185,BKG005767,CUST00285,TURF029,4,Crowded,2024-01-14,Yes,No
REV01186,BKG001511,CUST00433,TURF036,5,Excellent surface quality,2026-06-11,Yes,No
REV01187,BKG009901,CUST00636,TURF026,4,Excellent surface quality,2025-02-17,Yes,No
REV01188,BKG005198,CUST02184,TURF022,5,Friendly staff,2024-08-04,Yes,Yes
REV01189,BKG004100,CUST02256,TURF018,5,Value for money,2025-11-16,Yes,Yes
REV01190,BKG006924,CUST01904,TURF001,5,Friendly staff,2025-12-03,Yes,Yes
REV01191,BKG001450,CUST01585,TURF018,4,Poor lighting,2026-04-27,Yes,No
REV01192,BKG005679,CUST01984,TURF016,4,Excellent surface quality,2026-06-12,Yes,Yes
REV01193,BKG002001,CUST02137,TURF008,5,Average experience,2025-06-02,Yes,Yes
REV01194,BKG008911,CUST01143,TURF025,4,Average experience,2026-03-08,Yes,Yes
REV01195,BKG002335,CUST00009,TURF036,4,Will book again,2025-02-06,Yes,Yes
REV01196,BKG004931,CUST01731,TURF007,3,Great experience,2025-04-07,Yes,No
REV01197,BKG009848,CUST00685,TURF014,4,Value for money,2025-12-27,Yes,No
REV01198,BKG003388,CUST00255,TURF016,3,Will book again,2024-02-18,Yes,No
REV01199,BKG009426,CUST00618,TURF001,5,Excellent surface quality,2025-03-18,Yes,No
REV01200,BKG007776,CUST01189,TURF034,4,Excellent surface quality,2024-03-13,Yes,Yes
REV01201,BKG005527,CUST00783,TURF037,2,Well maintained,2026-02-28,No,No
REV01202,BKG000555,CUST01032,TURF041,4,Well maintained,2026-02-10,Yes,No
REV01203,BKG007624,CUST00252,TURF046,4,Poor lighting,2025-06-22,Yes,Yes
REV01204,BKG000813,CUST00262,TURF044,5,Excellent surface quality,2024-11-23,Yes,No
REV01205,BKG007177,CUST01925,TURF036,5,Clean facility,2024-05-14,Yes,No
REV01206,BKG001023,CUST01861,TURF047,5,Crowded,2025-11-03,Yes,No
REV01207,BKG006904,CUST02042,TURF015,5,Great experience,2025-09-23,Yes,No
REV01208,BKG006168,CUST00014,TURF014,5,Will book again,2024-06-18,Yes,No
REV01209,BKG001133,CUST01320,TURF007,4,Clean facility,2024-06-11,Yes,No
REV01210,BKG002383,CUST01097,TURF008,3,Average experience,2024-09-11,No,No
REV01211,BKG002313,CUST01521,TURF047,5,Average experience,2026-04-15,Yes,No
REV01212,BKG003923,CUST00516,TURF042,5,Poor lighting,2026-05-24,Yes,Yes
REV01213,BKG007567,CUST01677,TURF046,4,Great experience,2025-02-24,Yes,Yes
REV01214,BKG000661,CUST00008,TURF008,5,Crowded,2024-06-13,Yes,No
REV01215,BKG004374,CUST00096,TURF020,4,Clean facility,2024-05-07,Yes,No
REV01216,BKG003051,CUST00834,TURF045,4,Great experience,2026-04-20,Yes,No
REV01217,BKG003345,CUST00647,TURF036,2,Will book again,2024-07-10,No,No
REV01218,BKG002370,CUST00282,TURF015,5,Value for money,2024-03-07,Yes,Yes
REV01219,BKG008749,CUST00565,TURF016,5,Great experience,2024-07-03,Yes,No
REV01220,BKG008267,CUST00717,TURF046,3,Will book again,2025-07-31,No,No
REV01221,BKG002701,CUST02051,TURF005,5,Clean facility,2026-06-20,Yes,Yes
REV01222,BKG007825,CUST02276,TURF013,5,Friendly staff,2025-05-31,Yes,Yes
REV01223,BKG004061,CUST00353,TURF021,4,Great experience,2024-12-03,Yes,No
REV01224,BKG004205,CUST00298,TURF020,4,Crowded,2024-07-28,Yes,No
REV01225,BKG000685,CUST00260,TURF024,4,Poor lighting,2025-01-19,Yes,Yes
REV01226,BKG000597,CUST02032,TURF045,4,Average experience,2024-12-06,Yes,No
REV01227,BKG005359,CUST01770,TURF019,4,Great experience,2026-03-17,Yes,Yes
REV01228,BKG008533,CUST01689,TURF027,5,Clean facility,2025-03-17,Yes,No
REV01229,BKG005117,CUST00736,TURF019,4,Poor lighting,2026-05-26,Yes,Yes
REV01230,BKG003844,CUST01715,TURF037,3,Value for money,2026-05-29,No,No
REV01231,BKG000859,CUST02384,TURF048,5,Average experience,2024-11-17,Yes,No
REV01232,BKG002411,CUST01566,TURF047,4,Friendly staff,2025-01-20,Yes,No
REV01233,BKG003044,CUST02010,TURF019,3,Average experience,2024-09-05,No,No
REV01234,BKG009663,CUST01178,TURF045,5,Value for money,2024-12-03,Yes,Yes
REV01235,BKG001091,CUST01213,TURF027,1,Will book again,2026-03-24,Yes,No
REV01236,BKG006799,CUST01739,TURF012,5,Poor lighting,2024-11-11,Yes,No
REV01237,BKG007985,CUST01208,TURF028,5,Excellent surface quality,2025-05-17,Yes,No
REV01238,BKG006358,CUST01047,TURF035,4,Great experience,2026-03-14,Yes,No
REV01239,BKG002138,CUST00334,TURF045,5,Well maintained,2024-03-04,Yes,No
REV01240,BKG004826,CUST00640,TURF012,5,Will book again,2025-02-21,Yes,Yes
REV01241,BKG001216,CUST02083,TURF040,4,Well maintained,2024-07-08,Yes,Yes
REV01242,BKG003211,CUST00882,TURF031,4,Clean facility,2026-01-30,Yes,No
REV01243,BKG006908,CUST02142,TURF044,3,Value for money,2026-02-24,No,No
REV01244,BKG005147,CUST00745,TURF042,5,Clean facility,2025-05-31,Yes,Yes
REV01245,BKG002729,CUST00113,TURF024,3,Friendly staff,2025-06-14,No,Yes
REV01246,BKG006617,CUST02133,TURF046,5,Friendly staff,2026-05-07,Yes,No
REV01247,BKG000968,CUST01900,TURF018,5,Will book again,2024-01-06,Yes,Yes
REV01248,BKG005396,CUST02466,TURF013,4,Clean facility,2024-05-06,Yes,Yes
REV01249,BKG002531,CUST02037,TURF012,4,Excellent surface quality,2024-08-19,Yes,Yes
REV01250,BKG004359,CUST02308,TURF049,4,Value for money,2026-04-13,Yes,Yes
REV01251,BKG003469,CUST01494,TURF027,5,Excellent surface quality,2024-11-06,Yes,No
REV01252,BKG005485,CUST00725,TURF046,2,Friendly staff,2025-04-18,No,No
REV01253,BKG007914,CUST01488,TURF014,4,Value for money,2024-03-10,Yes,No
REV01254,BKG008052,CUST01219,TURF001,5,Great experience,2024-05-27,Yes,No
REV01255,BKG007618,CUST02409,TURF031,5,Average experience,2024-11-29,Yes,Yes
REV01256,BKG001115,CUST00080,TURF007,5,Clean facility,2024-02-12,Yes,No
REV01257,BKG009626,CUST00978,TURF015,4,Friendly staff,2024-08-07,Yes,No
REV01258,BKG001427,CUST02466,TURF010,4,Crowded,2025-01-02,Yes,No
REV01259,BKG008309,CUST00900,TURF028,5,Great experience,2024-10-12,Yes,No
REV01260,BKG005917,CUST02449,TURF043,4,Well maintained,2025-10-17,Yes,No
REV01261,BKG002285,CUST01249,TURF030,4,Poor lighting,2025-08-20,Yes,No
REV01262,BKG007853,CUST00395,TURF023,5,Value for money,2024-01-14,Yes,No
REV01263,BKG002671,CUST01782,TURF008,5,Will book again,2024-03-04,Yes,Yes
REV01264,BKG001379,CUST02154,TURF029,1,Value for money,2024-01-11,No,No
REV01265,BKG002823,CUST02005,TURF013,4,Crowded,2024-11-11,Yes,No
REV01266,BKG006434,CUST01934,TURF006,2,Will book again,2026-02-03,Yes,No
REV01267,BKG002008,CUST01464,TURF009,3,Poor lighting,2025-10-04,Yes,No
REV01268,BKG001447,CUST02330,TURF034,3,Clean facility,2025-04-15,No,No
REV01269,BKG003373,CUST00155,TURF043,4,Value for money,2025-06-02,Yes,Yes
REV01270,BKG002865,CUST01591,TURF002,4,Excellent surface quality,2025-04-22,Yes,Yes
REV01271,BKG002857,CUST02474,TURF003,1,Poor lighting,2024-11-21,No,No
REV01272,BKG006516,CUST00478,TURF048,4,Poor lighting,2026-04-05,Yes,No
REV01273,BKG006505,CUST02065,TURF003,4,Excellent surface quality,2024-12-30,Yes,No
REV01274,BKG004326,CUST02454,TURF050,4,Average experience,2025-12-27,Yes,Yes
REV01275,BKG002254,CUST01416,TURF036,5,Average experience,2024-07-29,Yes,Yes
REV01276,BKG003234,CUST01942,TURF049,5,Excellent surface quality,2026-01-22,Yes,No
REV01277,BKG006134,CUST00717,TURF028,5,Value for money,2024-07-29,Yes,No
REV01278,BKG005128,CUST00362,TURF032,4,Value for money,2024-06-02,Yes,Yes
REV01279,BKG004526,CUST00691,TURF029,4,Great experience,2024-03-30,Yes,No
REV01280,BKG007203,CUST01690,TURF036,5,Poor lighting,2024-10-18,Yes,No
REV01281,BKG007696,CUST01171,TURF049,2,Value for money,2025-09-24,No,No
REV01282,BKG001791,CUST01203,TURF013,2,Crowded,2025-06-28,No,No
REV01283,BKG004778,CUST00383,TURF046,5,Poor lighting,2024-02-17,Yes,No
REV01284,BKG006332,CUST00198,TURF040,3,Crowded,2025-01-21,Yes,Yes
REV01285,BKG001430,CUST00282,TURF009,5,Value for money,2025-05-08,Yes,Yes
REV01286,BKG001294,CUST00345,TURF024,5,Value for money,2024-12-28,Yes,Yes
REV01287,BKG007964,CUST02301,TURF009,5,Poor lighting,2026-06-09,Yes,No
REV01288,BKG004197,CUST01689,TURF013,5,Poor lighting,2024-09-11,Yes,No
REV01289,BKG007881,CUST01841,TURF033,5,Will book again,2025-08-06,Yes,No
REV01290,BKG004340,CUST01515,TURF012,4,Excellent surface quality,2024-11-11,Yes,No
REV01291,BKG006514,CUST01103,TURF019,4,Well maintained,2024-02-11,Yes,No
REV01292,BKG009051,CUST01206,TURF028,5,Poor lighting,2024-02-27,Yes,No
REV01293,BKG005733,CUST00726,TURF031,5,Value for money,2025-05-13,Yes,No
REV01294,BKG007396,CUST00059,TURF040,5,Well maintained,2024-04-11,Yes,No
REV01295,BKG001620,CUST02378,TURF018,4,Will book again,2025-04-12,Yes,Yes
REV01296,BKG005399,CUST00631,TURF008,4,Excellent surface quality,2026-04-07,Yes,Yes
REV01297,BKG006294,CUST00502,TURF031,5,Friendly staff,2025-08-09,Yes,No
REV01298,BKG007629,CUST00645,TURF005,3,Average experience,2025-09-11,Yes,No
REV01299,BKG007570,CUST01487,TURF018,5,Well maintained,2025-04-29,Yes,No
REV01300,BKG003898,CUST02278,TURF026,5,Value for money,2026-03-21,Yes,Yes
REV01301,BKG003941,CUST02147,TURF038,3,Well maintained,2024-12-09,Yes,No
REV01302,BKG006636,CUST00174,TURF003,5,Poor lighting,2025-08-26,Yes,Yes
REV01303,BKG002597,CUST01444,TURF050,4,Friendly staff,2025-11-11,Yes,Yes
REV01304,BKG005471,CUST02340,TURF001,4,Will book again,2024-05-26,Yes,Yes
REV01305,BKG008693,CUST01725,TURF036,5,Value for money,2025-11-27,Yes,No
REV01306,BKG007226,CUST00373,TURF050,4,Well maintained,2024-08-02,Yes,Yes
REV01307,BKG001624,CUST01184,TURF018,4,Excellent surface quality,2026-02-09,Yes,No
REV01308,BKG002422,CUST00146,TURF024,3,Excellent surface quality,2025-09-20,No,No
REV01309,BKG003691,CUST01247,TURF049,5,Well maintained,2024-09-03,Yes,Yes
REV01310,BKG000608,CUST00475,TURF026,5,Friendly staff,2025-03-13,Yes,No
REV01311,BKG007835,CUST01378,TURF005,4,Friendly staff,2024-07-08,Yes,Yes
REV01312,BKG000599,CUST02246,TURF048,5,Excellent surface quality,2024-08-25,Yes,Yes
REV01313,BKG000465,CUST00906,TURF032,4,Clean facility,2025-01-12,Yes,Yes
REV01314,BKG000221,CUST01974,TURF022,4,Crowded,2025-12-30,Yes,No
REV01315,BKG006876,CUST02434,TURF016,4,Poor lighting,2024-03-09,Yes,No
REV01316,BKG006868,CUST01246,TURF017,4,Crowded,2025-07-28,Yes,No
REV01317,BKG001521,CUST00667,TURF018,2,Well maintained,2024-09-25,No,Yes
REV01318,BKG003816,CUST00541,TURF021,4,Crowded,2025-11-29,Yes,No
REV01319,BKG007028,CUST02224,TURF032,5,Poor lighting,2024-11-04,Yes,No
REV01320,BKG009265,CUST00188,TURF003,3,Clean facility,2026-04-06,No,No
REV01321,BKG001758,CUST00304,TURF006,2,Average experience,2024-09-16,No,Yes
REV01322,BKG009128,CUST01385,TURF032,5,Will book again,2024-05-11,Yes,No
