CancellationID,BookingID,CustomerID,CancellationDate,Reason,CancelledBy,RefundPercentage,RefundAmount,RefundStatus
CNL00303,BKG002413,CUST01039,2025-06-04,Customer Request,Customer,100,1800,Processed
CNL00304,BKG002433,CUST01486,2025-10-20,Staff Unavailability,Customer,0,0,Processed
CNL00305,BKG002437,CUST01425,2026-05-19,Weather Conditions,Customer,25,375,Not Applicable
CNL00306,BKG002440,CUST01220,2025-04-11,Staff Unavailability,Customer,0,0,Processed
CNL00307,BKG002446,CUST00246,2024-03-03,Weather Conditions,Turf Owner,100,1000,Processed
CNL00308,BKG002452,CUST00641,2025-02-28,Payment Failure,System,75,900,Processed
CNL00309,BKG002457,CUST01513,2024-06-08,Double Booking Error,System,0,0,Not Applicable
CNL00310,BKG002460,CUST01696,2026-03-03,Weather Conditions,Customer,75,750,Not Applicable
CNL00311,BKG002471,CUST01186,2025-07-16,Turf Maintenance,Customer,50,600,Processed
CNL00312,BKG002472,CUST00685,2025-07-03,Staff Unavailability,System,100,1000,Pending
CNL00313,BKG002475,CUST01306,2025-12-17,Weather Conditions,Customer,75,1125,Processed
CNL00314,BKG002496,CUST00918,2025-05-22,Double Booking Error,System,75,1350,Processed
CNL00315,BKG002505,CUST01020,2025-08-04,Payment Failure,Customer,0,0,Processed
CNL00316,BKG002508,CUST00037,2025-12-20,Staff Unavailability,System,0,0,Processed
CNL00317,BKG002511,CUST00965,2024-09-16,Personal Emergency,Customer,25,375,Processed
CNL00318,BKG002513,CUST00029,2024-01-22,Customer Request,System,0,0,Pending
CNL00319,BKG002519,CUST00425,2024-04-15,Double Booking Error,Customer,25,250,Processed
CNL00320,BKG002523,CUST02007,2026-03-07,Staff Unavailability,Turf Owner,100,2500,Processed
CNL00321,BKG002529,CUST00346,2025-08-15,Power Outage,System,100,1800,Pending
CNL00322,BKG002538,CUST01986,2024-04-01,Double Booking Error,Customer,75,1875,Pending
CNL00323,BKG002546,CUST00575,2026-04-14,Customer Request,Customer,100,1000,Processed
CNL00324,BKG002560,CUST00737,2024-05-02,Double Booking Error,Turf Owner,25,375,Not Applicable
CNL00325,BKG002565,CUST01173,2026-05-26,Personal Emergency,System,75,1500,Pending
CNL00326,BKG002567,CUST00464,2024-01-31,Customer Request,System,50,1000,Processed
CNL00327,BKG002582,CUST00952,2026-02-28,Payment Failure,System,25,450,Not Applicable
CNL00328,BKG002583,CUST02020,2025-10-31,Customer Request,System,0,0,Processed
CNL00329,BKG002585,CUST00896,2024-08-28,Staff Unavailability,System,75,1875,Processed
CNL00330,BKG002590,CUST01277,2024-03-10,Turf Maintenance,System,100,2500,Not Applicable
CNL00331,BKG002592,CUST01952,2025-05-17,Customer Request,System,50,500,Processed
CNL00332,BKG002608,CUST01251,2024-04-28,Weather Conditions,System,25,625,Processed
CNL00333,BKG002612,CUST00253,2024-06-19,Customer Request,Turf Owner,25,250,Processed
CNL00334,BKG002631,CUST01489,2024-02-14,Double Booking Error,Customer,50,1250,Processed
CNL00335,BKG002632,CUST01311,2024-12-01,Customer Request,Turf Owner,25,300,Processed
CNL00336,BKG002634,CUST01538,2025-06-01,Customer Request,Turf Owner,75,1875,Not Applicable
CNL00337,BKG002645,CUST00100,2026-01-03,Turf Maintenance,Customer,100,1500,Processed
CNL00338,BKG002647,CUST01494,2024-11-15,Staff Unavailability,Customer,50,400,Processed
CNL00339,BKG002652,CUST02366,2025-07-08,Payment Failure,Customer,50,500,Processed
CNL00340,BKG002653,CUST01318,2026-04-02,Double Booking Error,Turf Owner,25,625,Processed
CNL00341,BKG002654,CUST00979,2024-02-26,Payment Failure,Turf Owner,0,0,Processed
CNL00342,BKG002658,CUST01618,2024-09-22,Payment Failure,Turf Owner,25,450,Pending
CNL00343,BKG002663,CUST01628,2025-10-08,Power Outage,System,50,600,Pending
CNL00344,BKG002677,CUST01759,2025-08-27,Power Outage,System,50,900,Pending
CNL00345,BKG002696,CUST00050,2025-11-30,Turf Maintenance,Turf Owner,50,1250,Processed
CNL00346,BKG002703,CUST01164,2026-04-17,Weather Conditions,Turf Owner,50,900,Processed
CNL00347,BKG002716,CUST02183,2026-05-10,Staff Unavailability,Customer,25,500,Not Applicable
CNL00348,BKG002720,CUST01413,2025-06-05,Personal Emergency,System,25,450,Not Applicable
CNL00349,BKG002724,CUST01175,2025-02-11,Customer Request,Turf Owner,0,0,Processed
CNL00350,BKG002726,CUST01556,2025-08-12,Staff Unavailability,Customer,100,1200,Processed
CNL00351,BKG002733,CUST00101,2024-08-13,Double Booking Error,Customer,100,1000,Processed
CNL00352,BKG002740,CUST00312,2026-05-20,Weather Conditions,Turf Owner,75,750,Not Applicable
CNL00353,BKG002741,CUST00479,2024-10-09,Customer Request,Turf Owner,25,625,Processed
CNL00354,BKG002753,CUST01826,2026-01-11,Customer Request,Customer,100,1000,Processed
CNL00355,BKG002757,CUST01267,2024-10-24,Personal Emergency,Customer,25,300,Processed
CNL00356,BKG002759,CUST01285,2024-03-22,Payment Failure,System,75,900,Not Applicable
CNL00357,BKG002779,CUST00341,2025-03-19,Weather Conditions,System,50,400,Processed
CNL00358,BKG002785,CUST01891,2024-05-24,Power Outage,System,100,1200,Processed
CNL00359,BKG002789,CUST01661,2025-09-18,Staff Unavailability,Customer,100,2500,Processed
CNL00360,BKG002793,CUST02310,2025-04-26,Customer Request,Turf Owner,0,0,Processed
CNL00361,BKG002799,CUST01808,2025-03-31,Payment Failure,Turf Owner,75,1350,Pending
CNL00362,BKG002823,CUST02005,2024-11-09,Turf Maintenance,Turf Owner,0,0,Not Applicable
CNL00363,BKG002827,CUST01787,2025-12-06,Payment Failure,Customer,75,600,Processed
CNL00364,BKG002832,CUST01387,2024-08-18,Power Outage,Customer,100,2500,Processed
CNL00365,BKG002850,CUST01538,2025-01-16,Double Booking Error,System,25,625,Processed
CNL00366,BKG002863,CUST00367,2026-01-30,Staff Unavailability,Turf Owner,75,1875,Processed
CNL00367,BKG002875,CUST00125,2025-06-19,Payment Failure,System,100,800,Not Applicable
CNL00368,BKG002895,CUST01239,2024-01-23,Staff Unavailability,System,75,750,Processed
CNL00369,BKG002906,CUST01534,2025-08-28,Personal Emergency,Customer,25,500,Pending
CNL00370,BKG002909,CUST00370,2025-01-28,Personal Emergency,System,50,600,Not Applicable
CNL00371,BKG002924,CUST01585,2025-03-07,Staff Unavailability,System,100,1500,Processed
CNL00372,BKG002925,CUST00271,2024-10-29,Double Booking Error,Customer,100,1500,Processed
CNL00373,BKG002940,CUST00902,2025-08-26,Customer Request,Customer,25,250,Processed
CNL00374,BKG002945,CUST01927,2024-03-12,Double Booking Error,Turf Owner,75,1125,Processed
CNL00375,BKG002968,CUST00430,2024-05-02,Turf Maintenance,Turf Owner,25,375,Pending
CNL00376,BKG002970,CUST00724,2026-01-10,Payment Failure,Turf Owner,50,1250,Processed
CNL00377,BKG002976,CUST01570,2025-05-11,Staff Unavailability,Customer,0,0,Processed
CNL00378,BKG002993,CUST00126,2024-08-04,Weather Conditions,System,75,1500,Processed
CNL00379,BKG002999,CUST01426,2025-03-04,Staff Unavailability,Customer,0,0,Processed
CNL00380,BKG003000,CUST01274,2025-07-22,Staff Unavailability,System,50,1250,Pending
CNL00381,BKG003027,CUST01707,2025-12-29,Personal Emergency,Customer,75,1350,Not Applicable
CNL00382,BKG003040,CUST01070,2024-06-18,Customer Request,Turf Owner,50,750,Processed
CNL00383,BKG003045,CUST01501,2026-03-12,Turf Maintenance,Customer,25,625,Processed
CNL00384,BKG003055,CUST02266,2024-01-22,Customer Request,Turf Owner,25,625,Processed
CNL00385,BKG003061,CUST01769,2024-01-30,Double Booking Error,Turf Owner,0,0,Processed
CNL00386,BKG003070,CUST02049,2025-05-29,Weather Conditions,Customer,0,0,Processed
CNL00387,BKG003071,CUST02275,2026-05-31,Weather Conditions,Turf Owner,75,1875,Processed
CNL00388,BKG003075,CUST02314,2024-12-19,Power Outage,Customer,100,800,Processed
CNL00389,BKG003081,CUST02471,2026-02-06,Personal Emergency,Customer,100,2000,Pending
CNL00390,BKG003099,CUST00833,2024-10-25,Double Booking Error,Turf Owner,0,0,Processed
CNL00391,BKG003105,CUST00168,2025-10-02,Payment Failure,Customer,25,625,Not Applicable
CNL00392,BKG003110,CUST01886,2025-11-14,Turf Maintenance,Customer,100,1500,Processed
CNL00393,BKG003117,CUST01870,2025-05-27,Personal Emergency,Turf Owner,75,1875,Not Applicable
CNL00394,BKG003153,CUST00979,2026-03-25,Double Booking Error,Turf Owner,0,0,Processed
CNL00395,BKG003160,CUST02462,2024-11-12,Personal Emergency,Turf Owner,100,2500,Processed
CNL00396,BKG003171,CUST01754,2024-02-05,Turf Maintenance,System,25,200,Pending
CNL00397,BKG003177,CUST00010,2024-12-22,Staff Unavailability,Customer,50,500,Not Applicable
CNL00398,BKG003185,CUST00847,2024-10-05,Weather Conditions,System,25,625,Processed
CNL00399,BKG003192,CUST00018,2024-07-08,Double Booking Error,System,50,500,Processed
CNL00400,BKG003201,CUST00898,2026-01-26,Customer Request,Customer,75,750,Processed
CNL00401,BKG003202,CUST01935,2025-07-03,Personal Emergency,System,25,450,Pending
CNL00402,BKG003204,CUST00659,2026-02-17,Power Outage,Turf Owner,50,400,Processed
CNL00403,BKG003214,CUST00863,2026-01-28,Staff Unavailability,System,50,500,Processed
CNL00404,BKG003215,CUST01110,2024-12-13,Double Booking Error,System,75,900,Not Applicable
CNL00405,BKG003221,CUST00783,2024-01-31,Double Booking Error,System,100,2000,Processed
CNL00406,BKG003222,CUST00480,2025-01-09,Turf Maintenance,Turf Owner,0,0,Processed
CNL00407,BKG003239,CUST00532,2026-04-08,Staff Unavailability,Customer,50,900,Processed
CNL00408,BKG003242,CUST00433,2026-03-01,Weather Conditions,System,25,250,Processed
CNL00409,BKG003244,CUST02302,2025-01-16,Personal Emergency,Turf Owner,0,0,Not Applicable
CNL00410,BKG003247,CUST01030,2024-04-18,Payment Failure,Customer,50,1250,Processed
CNL00411,BKG003255,CUST01036,2025-09-06,Weather Conditions,System,50,400,Processed
CNL00412,BKG003256,CUST02218,2025-02-08,Power Outage,Turf Owner,100,800,Not Applicable
CNL00413,BKG003260,CUST00366,2025-05-22,Turf Maintenance,Customer,0,0,Processed
CNL00414,BKG003263,CUST00756,2024-04-01,Double Booking Error,Customer,75,1350,Processed
CNL00415,BKG003270,CUST01765,2026-05-19,Staff Unavailability,System,25,375,Processed
CNL00416,BKG003277,CUST00558,2024-06-20,Power Outage,Customer,25,375,Not Applicable
CNL00417,BKG003279,CUST01858,2025-02-22,Customer Request,System,75,1875,Not Applicable
CNL00418,BKG003282,CUST02123,2024-04-27,Personal Emergency,Turf Owner,25,375,Processed
CNL00419,BKG003288,CUST02012,2026-02-23,Power Outage,Customer,75,1350,Processed
CNL00420,BKG003291,CUST00963,2025-04-11,Personal Emergency,Customer,25,450,Processed
CNL00421,BKG003297,CUST00811,2026-04-14,Double Booking Error,System,50,750,Processed
CNL00422,BKG003304,CUST00237,2025-11-18,Staff Unavailability,Turf Owner,25,200,Processed
CNL00423,BKG003308,CUST00533,2025-02-27,Turf Maintenance,Customer,75,1125,Processed
CNL00424,BKG003313,CUST02350,2026-03-22,Staff Unavailability,System,100,2000,Processed
CNL00425,BKG003316,CUST00332,2023-12-31,Weather Conditions,Customer,0,0,Processed
CNL00426,BKG003319,CUST01143,2024-01-23,Personal Emergency,Customer,0,0,Processed
CNL00427,BKG003321,CUST01369,2024-03-08,Power Outage,Customer,100,1000,Not Applicable
CNL00428,BKG003335,CUST01776,2024-02-28,Staff Unavailability,Customer,50,600,Pending
CNL00429,BKG003343,CUST02039,2024-08-21,Personal Emergency,Customer,100,1500,Not Applicable
CNL00430,BKG003353,CUST01479,2024-04-28,Weather Conditions,Customer,100,1800,Not Applicable
CNL00431,BKG003359,CUST00909,2026-02-27,Personal Emergency,Turf Owner,25,250,Pending
CNL00432,BKG003363,CUST00995,2024-04-07,Weather Conditions,Turf Owner,75,1125,Processed
CNL00433,BKG003368,CUST00880,2025-04-06,Weather Conditions,Customer,25,375,Pending
CNL00434,BKG003376,CUST01877,2024-02-24,Personal Emergency,System,75,1350,Processed
CNL00435,BKG003387,CUST01894,2025-01-03,Turf Maintenance,Turf Owner,75,600,Pending
CNL00436,BKG003399,CUST01315,2024-07-29,Personal Emergency,Turf Owner,0,0,Processed
CNL00437,BKG003409,CUST02264,2024-08-31,Customer Request,Turf Owner,0,0,Not Applicable
CNL00438,BKG003411,CUST00013,2025-04-09,Turf Maintenance,System,0,0,Processed
CNL00439,BKG003421,CUST01640,2024-10-06,Power Outage,Customer,50,1000,Processed
CNL00440,BKG003432,CUST00473,2025-08-18,Turf Maintenance,Customer,100,2500,Not Applicable
CNL00441,BKG003435,CUST00243,2025-03-16,Weather Conditions,Customer,0,0,Processed
CNL00442,BKG003442,CUST01041,2025-07-02,Personal Emergency,System,100,2500,Processed
CNL00443,BKG003443,CUST01832,2025-12-07,Customer Request,System,25,450,Not Applicable
CNL00444,BKG003449,CUST01350,2024-04-18,Customer Request,Customer,25,375,Processed
CNL00445,BKG003457,CUST02314,2026-04-23,Staff Unavailability,Turf Owner,25,625,Not Applicable
CNL00446,BKG003466,CUST01622,2025-06-08,Turf Maintenance,System,100,1200,Processed
CNL00447,BKG003467,CUST02108,2025-07-11,Customer Request,Customer,25,625,Processed
CNL00448,BKG003470,CUST01458,2025-01-04,Turf Maintenance,Customer,25,250,Not Applicable
CNL00449,BKG003475,CUST01754,2025-01-09,Weather Conditions,System,75,1350,Not Applicable
CNL00450,BKG003480,CUST00225,2024-12-07,Weather Conditions,Turf Owner,100,1800,Processed
CNL00451,BKG003510,CUST00944,2025-10-03,Staff Unavailability,Customer,0,0,Processed
CNL00452,BKG003517,CUST01948,2025-12-16,Weather Conditions,System,25,200,Processed
CNL00453,BKG003523,CUST01672,2024-10-07,Customer Request,System,25,200,Not Applicable
CNL00454,BKG003526,CUST02280,2024-05-08,Double Booking Error,Customer,75,900,Not Applicable
CNL00455,BKG003547,CUST01011,2025-01-04,Weather Conditions,Customer,100,1800,Processed
CNL00456,BKG003561,CUST01879,2026-06-14,Turf Maintenance,Customer,25,250,Not Applicable
CNL00457,BKG003567,CUST00431,2024-06-17,Customer Request,Customer,100,2000,Pending
CNL00458,BKG003580,CUST02286,2025-06-21,Power Outage,System,0,0,Pending
CNL00459,BKG003588,CUST00976,2024-10-25,Double Booking Error,Customer,100,1000,Processed
CNL00460,BKG003597,CUST01135,2024-01-15,Personal Emergency,System,75,1125,Not Applicable
CNL00461,BKG003600,CUST01674,2024-03-21,Personal Emergency,Turf Owner,25,625,Not Applicable
CNL00462,BKG003623,CUST02194,2024-02-21,Power Outage,Turf Owner,0,0,Processed
CNL00463,BKG003627,CUST00968,2025-08-06,Staff Unavailability,System,25,250,Not Applicable
CNL00464,BKG003628,CUST00208,2024-05-18,Staff Unavailability,System,50,600,Processed
CNL00465,BKG003653,CUST01727,2025-09-07,Payment Failure,Customer,75,750,Processed
CNL00466,BKG003655,CUST00679,2024-02-11,Payment Failure,System,75,750,Processed
CNL00467,BKG003658,CUST00605,2024-04-23,Payment Failure,System,25,250,Not Applicable
CNL00468,BKG003691,CUST01247,2024-09-01,Payment Failure,Turf Owner,25,200,Not Applicable
CNL00469,BKG003697,CUST00988,2024-11-21,Weather Conditions,System,50,1250,Not Applicable
CNL00470,BKG003710,CUST01474,2025-05-17,Power Outage,Customer,100,1500,Pending
CNL00471,BKG003711,CUST02018,2025-08-04,Weather Conditions,System,50,400,Processed
CNL00472,BKG003721,CUST01594,2025-12-01,Power Outage,Customer,50,600,Processed
CNL00473,BKG003724,CUST01422,2025-04-08,Double Booking Error,Customer,100,2500,Not Applicable
CNL00474,BKG003725,CUST00959,2025-11-16,Payment Failure,Turf Owner,100,1000,Not Applicable
CNL00475,BKG003733,CUST00157,2024-02-19,Double Booking Error,Turf Owner,0,0,Pending
CNL00476,BKG003737,CUST01211,2026-04-21,Customer Request,Customer,75,1875,Not Applicable
CNL00477,BKG003751,CUST01708,2024-04-15,Payment Failure,Customer,50,400,Processed
CNL00478,BKG003759,CUST01857,2025-11-26,Weather Conditions,System,25,250,Pending
CNL00479,BKG003787,CUST01340,2025-10-08,Weather Conditions,Customer,50,1250,Processed
CNL00480,BKG003790,CUST00837,2024-09-12,Power Outage,System,100,2500,Pending
CNL00481,BKG003799,CUST01590,2024-04-30,Payment Failure,System,100,800,Processed
CNL00482,BKG003810,CUST00424,2025-03-10,Customer Request,Customer,100,2000,Processed
CNL00483,BKG003818,CUST00339,2025-05-31,Staff Unavailability,Customer,25,625,Pending
CNL00484,BKG003840,CUST02279,2026-02-27,Customer Request,Customer,100,1000,Pending
CNL00485,BKG003846,CUST00998,2024-03-23,Double Booking Error,Turf Owner,75,1875,Processed
CNL00486,BKG003849,CUST01666,2024-06-29,Personal Emergency,System,75,1125,Not Applicable
CNL00487,BKG003851,CUST01415,2024-09-02,Customer Request,Customer,100,1500,Processed
CNL00488,BKG003854,CUST01549,2025-11-13,Staff Unavailability,System,100,1200,Pending
CNL00489,BKG003855,CUST02488,2024-07-20,Customer Request,Turf Owner,100,2500,Pending
CNL00490,BKG003857,CUST01888,2025-11-24,Weather Conditions,Turf Owner,0,0,Processed
CNL00491,BKG003868,CUST01781,2025-08-25,Payment Failure,Customer,100,2500,Processed
CNL00492,BKG003874,CUST00445,2024-12-01,Double Booking Error,Customer,50,500,Not Applicable
CNL00493,BKG003894,CUST01245,2025-10-28,Weather Conditions,Customer,0,0,Processed
CNL00494,BKG003896,CUST01585,2026-06-05,Payment Failure,Turf Owner,50,750,Pending
CNL00495,BKG003902,CUST00542,2025-01-15,Weather Conditions,System,0,0,Processed
CNL00496,BKG003906,CUST00475,2026-02-07,Power Outage,Customer,50,750,Processed
CNL00497,BKG003915,CUST00020,2024-09-04,Weather Conditions,Turf Owner,75,750,Processed
CNL00498,BKG003920,CUST00356,2024-09-26,Personal Emergency,System,25,300,Processed
CNL00499,BKG003924,CUST00937,2024-06-21,Payment Failure,System,100,1500,Processed
CNL00500,BKG003925,CUST01144,2024-11-15,Weather Conditions,Turf Owner,0,0,Pending
CNL00501,BKG003963,CUST00412,2025-03-07,Power Outage,System,25,500,Not Applicable
CNL00502,BKG003969,CUST00410,2024-12-26,Turf Maintenance,Turf Owner,75,900,Processed
CNL00503,BKG003973,CUST00302,2024-12-12,Personal Emergency,Turf Owner,0,0,Processed
CNL00504,BKG003977,CUST00742,2024-11-15,Turf Maintenance,Customer,100,2500,Processed
CNL00505,BKG004008,CUST01400,2024-01-26,Power Outage,Turf Owner,25,625,Processed
CNL00506,BKG004013,CUST00977,2025-11-20,Weather Conditions,Customer,25,375,Not Applicable
CNL00507,BKG004020,CUST01743,2024-10-12,Weather Conditions,System,50,500,Pending
CNL00508,BKG004026,CUST01779,2024-07-04,Staff Unavailability,System,50,1250,Pending
CNL00509,BKG004030,CUST01025,2024-09-09,Personal Emergency,Turf Owner,75,750,Not Applicable
CNL00510,BKG004035,CUST00409,2026-05-19,Weather Conditions,Customer,100,2000,Not Applicable
CNL00511,BKG004036,CUST01014,2024-07-17,Personal Emergency,Turf Owner,75,1875,Not Applicable
CNL00512,BKG004047,CUST02006,2025-04-09,Turf Maintenance,Customer,75,900,Processed
CNL00513,BKG004058,CUST00159,2026-04-07,Power Outage,Customer,50,1250,Processed
CNL00514,BKG004059,CUST02406,2024-06-11,Weather Conditions,Turf Owner,25,625,Processed
CNL00515,BKG004067,CUST01465,2025-10-25,Power Outage,System,75,1500,Processed
CNL00516,BKG004074,CUST01027,2025-12-11,Double Booking Error,System,0,0,Not Applicable
CNL00517,BKG004079,CUST00402,2024-10-20,Personal Emergency,Turf Owner,25,375,Processed
CNL00518,BKG004080,CUST01908,2024-06-21,Double Booking Error,System,75,1875,Processed
CNL00519,BKG004088,CUST01149,2024-05-19,Personal Emergency,System,0,0,Processed
CNL00520,BKG004101,CUST02057,2025-08-25,Power Outage,Turf Owner,25,300,Processed
CNL00521,BKG004112,CUST00438,2025-03-15,Staff Unavailability,Customer,75,750,Processed
CNL00522,BKG004114,CUST00527,2024-03-01,Turf Maintenance,System,100,1500,Not Applicable
CNL00523,BKG004116,CUST01046,2024-06-26,Payment Failure,System,50,1250,Processed
CNL00524,BKG004118,CUST02014,2024-03-30,Personal Emergency,Turf Owner,50,400,Processed
CNL00525,BKG004127,CUST00293,2025-11-09,Customer Request,Customer,0,0,Processed
CNL00526,BKG004130,CUST02222,2024-07-18,Customer Request,Customer,100,2500,Processed
CNL00527,BKG004140,CUST01691,2026-06-10,Personal Emergency,Customer,100,2500,Processed
CNL00528,BKG004147,CUST01216,2025-05-31,Staff Unavailability,Turf Owner,75,1875,Not Applicable
CNL00529,BKG004196,CUST01766,2024-06-22,Payment Failure,Turf Owner,50,750,Not Applicable
CNL00530,BKG004208,CUST01190,2026-04-16,Double Booking Error,System,0,0,Processed
CNL00531,BKG004209,CUST01620,2024-07-09,Staff Unavailability,System,75,1875,Processed
CNL00532,BKG004215,CUST02215,2024-12-18,Turf Maintenance,Turf Owner,75,900,Processed
CNL00533,BKG004225,CUST01272,2025-05-29,Weather Conditions,System,75,1875,Pending
CNL00534,BKG004238,CUST00815,2025-07-14,Payment Failure,Turf Owner,75,600,Processed
CNL00535,BKG004246,CUST01799,2025-10-02,Double Booking Error,Turf Owner,75,750,Processed
CNL00536,BKG004251,CUST00531,2024-04-25,Double Booking Error,Customer,25,250,Processed
CNL00537,BKG004256,CUST02014,2024-08-28,Customer Request,System,75,1350,Pending
CNL00538,BKG004266,CUST01527,2025-11-10,Personal Emergency,Customer,75,1125,Pending
CNL00539,BKG004277,CUST02483,2026-01-10,Payment Failure,Turf Owner,25,300,Processed
CNL00540,BKG004301,CUST01918,2026-04-10,Payment Failure,System,0,0,Pending
CNL00541,BKG004303,CUST00321,2025-11-02,Power Outage,Turf Owner,50,600,Processed
CNL00542,BKG004317,CUST02238,2025-07-07,Staff Unavailability,Customer,25,200,Processed
CNL00543,BKG004339,CUST01879,2024-05-24,Turf Maintenance,System,0,0,Processed
CNL00544,BKG004341,CUST01121,2025-06-19,Turf Maintenance,Turf Owner,0,0,Processed
CNL00545,BKG004348,CUST01720,2025-07-19,Customer Request,System,25,375,Not Applicable
CNL00546,BKG004365,CUST00065,2025-02-02,Turf Maintenance,Customer,25,375,Not Applicable
CNL00547,BKG004372,CUST02034,2024-06-14,Weather Conditions,System,75,1500,Processed
CNL00548,BKG004375,CUST01351,2026-04-21,Turf Maintenance,Turf Owner,0,0,Processed
CNL00549,BKG004386,CUST01132,2024-12-07,Weather Conditions,System,75,1875,Not Applicable
CNL00550,BKG004389,CUST02276,2024-08-17,Power Outage,System,100,2000,Not Applicable
CNL00551,BKG004403,CUST02388,2025-09-07,Customer Request,Turf Owner,100,2500,Processed
CNL00552,BKG004410,CUST01682,2026-02-06,Turf Maintenance,Turf Owner,50,1250,Not Applicable
CNL00553,BKG004413,CUST00931,2025-05-18,Weather Conditions,Turf Owner,0,0,Not Applicable
CNL00554,BKG004416,CUST01847,2024-08-02,Turf Maintenance,Customer,100,1000,Processed
CNL00555,BKG004417,CUST01188,2025-12-04,Power Outage,Turf Owner,100,1000,Not Applicable
CNL00556,BKG004424,CUST02227,2025-09-04,Staff Unavailability,System,75,750,Processed
CNL00557,BKG004440,CUST02350,2026-01-15,Double Booking Error,Customer,50,1000,Processed
CNL00558,BKG004446,CUST01471,2025-01-25,Double Booking Error,Turf Owner,75,1125,Not Applicable
CNL00559,BKG004464,CUST00181,2025-07-06,Weather Conditions,System,75,750,Processed
CNL00560,BKG004473,CUST01799,2024-09-24,Customer Request,Customer,25,200,Processed
CNL00561,BKG004481,CUST02360,2025-12-02,Customer Request,System,25,500,Not Applicable
CNL00562,BKG004488,CUST02039,2024-01-29,Weather Conditions,System,50,1250,Not Applicable
CNL00563,BKG004499,CUST01391,2025-08-18,Turf Maintenance,Turf Owner,0,0,Processed
CNL00564,BKG004512,CUST01735,2025-12-08,Customer Request,System,50,900,Pending
CNL00565,BKG004522,CUST01340,2024-05-21,Staff Unavailability,System,25,500,Processed
CNL00566,BKG004528,CUST00400,2025-09-19,Staff Unavailability,Customer,0,0,Pending
CNL00567,BKG004529,CUST01647,2025-01-09,Power Outage,Turf Owner,50,1250,Not Applicable
CNL00568,BKG004531,CUST00164,2024-12-02,Customer Request,System,50,1250,Not Applicable
CNL00569,BKG004535,CUST02329,2024-04-10,Customer Request,Turf Owner,0,0,Processed
CNL00570,BKG004538,CUST00947,2024-03-21,Double Booking Error,Turf Owner,0,0,Processed
CNL00571,BKG004552,CUST00481,2025-10-19,Personal Emergency,Customer,100,800,Processed
CNL00572,BKG004563,CUST00325,2024-03-11,Turf Maintenance,Customer,100,2500,Processed
CNL00573,BKG004571,CUST02473,2026-04-25,Customer Request,Customer,0,0,Not Applicable
CNL00574,BKG004589,CUST02180,2024-03-24,Turf Maintenance,Customer,100,800,Processed
CNL00575,BKG004592,CUST01355,2026-01-06,Customer Request,Customer,50,1250,Not Applicable
CNL00576,BKG004610,CUST01729,2025-07-05,Power Outage,Turf Owner,100,2500,Not Applicable
CNL00577,BKG004614,CUST02082,2026-05-13,Customer Request,System,50,750,Not Applicable
CNL00578,BKG004615,CUST00961,2025-09-10,Payment Failure,Customer,100,800,Pending
CNL00579,BKG004643,CUST00398,2025-01-18,Power Outage,Turf Owner,50,600,Processed
CNL00580,BKG004647,CUST02486,2025-10-28,Turf Maintenance,Turf Owner,50,400,Not Applicable
CNL00581,BKG004670,CUST00613,2026-02-28,Personal Emergency,Turf Owner,50,1250,Pending
CNL00582,BKG004680,CUST01087,2025-03-23,Turf Maintenance,System,75,750,Processed
CNL00583,BKG004683,CUST00172,2025-03-16,Power Outage,System,75,1875,Pending
CNL00584,BKG004691,CUST00991,2024-10-21,Turf Maintenance,System,100,1500,Processed
CNL00585,BKG004695,CUST01642,2025-01-27,Turf Maintenance,Customer,50,1000,Processed
CNL00586,BKG004696,CUST02429,2025-01-17,Weather Conditions,Turf Owner,50,600,Processed
CNL00587,BKG004706,CUST02098,2024-12-27,Weather Conditions,Turf Owner,75,1125,Not Applicable
CNL00588,BKG004736,CUST01584,2025-11-05,Staff Unavailability,Customer,75,1125,Processed
CNL00589,BKG004745,CUST01463,2025-09-23,Power Outage,Turf Owner,75,1875,Processed
CNL00590,BKG004756,CUST01710,2026-02-18,Customer Request,Turf Owner,50,600,Processed
CNL00591,BKG004760,CUST00475,2024-02-29,Double Booking Error,Customer,25,375,Pending
CNL00592,BKG004770,CUST00189,2026-02-17,Staff Unavailability,System,0,0,Pending
CNL00593,BKG004772,CUST01065,2024-04-20,Payment Failure,System,25,250,Pending
CNL00594,BKG004806,CUST01919,2024-12-03,Personal Emergency,Turf Owner,100,1500,Pending
CNL00595,BKG004810,CUST02020,2024-10-15,Weather Conditions,Customer,75,1875,Pending
CNL00596,BKG004817,CUST01345,2026-01-13,Customer Request,System,50,750,Processed
CNL00597,BKG004820,CUST00504,2025-04-16,Personal Emergency,Customer,50,600,Not Applicable
CNL00598,BKG004833,CUST01247,2025-12-24,Customer Request,Turf Owner,75,1875,Processed
CNL00599,BKG004851,CUST00493,2025-03-05,Payment Failure,System,25,200,Processed
CNL00600,BKG004852,CUST01314,2025-07-09,Staff Unavailability,Turf Owner,50,1250,Processed
CNL00601,BKG004856,CUST01005,2024-10-31,Turf Maintenance,Turf Owner,75,1125,Processed
CNL00602,BKG004863,CUST02382,2026-05-20,Staff Unavailability,Turf Owner,75,750,Pending
CNL00603,BKG004872,CUST02286,2024-05-15,Turf Maintenance,System,0,0,Not Applicable
CNL00604,BKG004876,CUST01012,2025-03-02,Customer Request,Customer,0,0,Not Applicable
