SlotID,TurfID,SlotDate,StartTime,EndTime,DayOfWeek,Price,IsPeakHour,Status
SLOT004779,TURF033,2024-07-25,10:00,11:00,Thursday,1000,No,Booked
SLOT004780,TURF049,2024-08-17,20:00,21:00,Saturday,800,Yes,Booked
SLOT004781,TURF043,2024-11-25,12:00,13:00,Monday,1500,No,Available
SLOT004782,TURF033,2025-02-23,21:00,22:00,Sunday,1000,Yes,Booked
SLOT004783,TURF020,2024-07-17,19:00,20:00,Wednesday,1500,Yes,Booked
SLOT004784,TURF030,2024-07-11,16:00,17:00,Thursday,2500,No,Booked
SLOT004785,TURF037,2025-01-13,20:00,21:00,Monday,1500,Yes,Available
SLOT004786,TURF010,2025-07-03,16:00,17:00,Thursday,2500,No,Booked
SLOT004787,TURF032,2025-10-01,09:00,10:00,Wednesday,800,No,Booked
SLOT004788,TURF003,2025-10-22,21:00,22:00,Wednesday,1000,Yes,Booked
SLOT004789,TURF013,2026-01-17,20:00,21:00,Saturday,1500,Yes,Available
SLOT004790,TURF050,2026-06-18,18:00,19:00,Thursday,1800,Yes,Blocked
SLOT004791,TURF048,2024-04-07,22:00,23:00,Sunday,1800,No,Available
SLOT004792,TURF027,2025-09-12,16:00,17:00,Friday,1800,No,Available
SLOT004793,TURF011,2026-06-23,09:00,10:00,Tuesday,2500,No,Booked
SLOT004794,TURF039,2026-02-16,12:00,13:00,Monday,2500,No,Booked
SLOT004795,TURF008,2024-12-08,18:00,19:00,Sunday,1000,Yes,Booked
SLOT004796,TURF036,2025-12-02,20:00,21:00,Tuesday,2500,Yes,Available
SLOT004797,TURF014,2024-10-01,09:00,10:00,Tuesday,1500,No,Blocked
SLOT004798,TURF009,2025-09-14,22:00,23:00,Sunday,1000,No,Booked
SLOT004799,TURF018,2024-06-21,16:00,17:00,Friday,1200,No,Available
SLOT004800,TURF017,2025-04-06,18:00,19:00,Sunday,1200,Yes,Booked
SLOT004801,TURF023,2024-10-23,07:00,08:00,Wednesday,1500,No,Available
SLOT004802,TURF021,2024-11-26,22:00,23:00,Tuesday,2500,No,Available
SLOT004803,TURF039,2025-06-10,07:00,08:00,Tuesday,2500,No,Booked
SLOT004804,TURF004,2024-11-09,21:00,22:00,Saturday,1000,Yes,Booked
SLOT004805,TURF035,2025-09-12,15:00,16:00,Friday,800,No,Available
SLOT004806,TURF035,2026-06-06,14:00,15:00,Saturday,800,No,Available
SLOT004807,TURF026,2024-02-09,18:00,19:00,Friday,1500,Yes,Available
SLOT004808,TURF003,2025-08-07,17:00,18:00,Thursday,1000,No,Available
SLOT004809,TURF004,2024-12-19,10:00,11:00,Thursday,1000,No,Booked
SLOT004810,TURF037,2025-06-23,06:00,07:00,Monday,1500,No,Booked
SLOT004811,TURF001,2026-03-25,20:00,21:00,Wednesday,1000,Yes,Booked
SLOT004812,TURF004,2025-06-29,08:00,09:00,Sunday,1000,No,Booked
SLOT004813,TURF002,2024-06-15,13:00,14:00,Saturday,2500,No,Booked
SLOT004814,TURF025,2026-03-27,20:00,21:00,Friday,2500,Yes,Booked
SLOT004815,TURF010,2025-07-31,10:00,11:00,Thursday,2500,No,Booked
SLOT004816,TURF035,2024-11-10,10:00,11:00,Sunday,800,No,Available
SLOT004817,TURF045,2025-04-04,09:00,10:00,Friday,2500,No,Available
SLOT004818,TURF010,2025-01-17,13:00,14:00,Friday,2500,No,Booked
SLOT004819,TURF023,2025-06-16,22:00,23:00,Monday,1500,No,Available
SLOT004820,TURF050,2025-10-22,15:00,16:00,Wednesday,1800,No,Available
SLOT004821,TURF028,2024-06-25,14:00,15:00,Tuesday,1500,No,Booked
SLOT004822,TURF007,2024-05-11,08:00,09:00,Saturday,1500,No,Available
SLOT004823,TURF049,2026-05-05,15:00,16:00,Tuesday,800,No,Available
SLOT004824,TURF020,2025-10-24,17:00,18:00,Friday,1500,No,Booked
SLOT004825,TURF044,2024-11-01,08:00,09:00,Friday,1000,No,Booked
SLOT004826,TURF045,2024-03-13,08:00,09:00,Wednesday,2500,No,Available
SLOT004827,TURF032,2024-04-14,21:00,22:00,Sunday,800,Yes,Booked
SLOT004828,TURF038,2026-05-16,13:00,14:00,Saturday,800,No,Booked
SLOT004829,TURF040,2025-10-11,16:00,17:00,Saturday,2000,No,Available
SLOT004830,TURF046,2024-11-06,18:00,19:00,Wednesday,800,Yes,Booked
SLOT004831,TURF013,2026-06-05,11:00,12:00,Friday,1500,No,Booked
SLOT004832,TURF003,2024-09-06,11:00,12:00,Friday,1000,No,Available
SLOT004833,TURF020,2024-01-10,15:00,16:00,Wednesday,1500,No,Available
SLOT004834,TURF007,2024-06-11,20:00,21:00,Tuesday,1500,Yes,Available
SLOT004835,TURF028,2025-12-25,12:00,13:00,Thursday,1500,No,Available
SLOT004836,TURF049,2024-11-13,18:00,19:00,Wednesday,800,Yes,Booked
SLOT004837,TURF022,2025-01-08,08:00,09:00,Wednesday,1800,No,Booked
SLOT004838,TURF002,2024-09-14,08:00,09:00,Saturday,2500,No,Available
SLOT004839,TURF034,2025-03-21,19:00,20:00,Friday,1200,Yes,Booked
SLOT004840,TURF029,2024-12-19,15:00,16:00,Thursday,2000,No,Booked
SLOT004841,TURF040,2026-04-08,12:00,13:00,Wednesday,2000,No,Booked
SLOT004842,TURF014,2026-02-20,07:00,08:00,Friday,1500,No,Available
SLOT004843,TURF034,2026-01-31,19:00,20:00,Saturday,1200,Yes,Booked
SLOT004844,TURF023,2024-07-14,06:00,07:00,Sunday,1500,No,Available
SLOT004845,TURF031,2026-04-12,08:00,09:00,Sunday,2000,No,Available
SLOT004846,TURF025,2024-04-25,21:00,22:00,Thursday,2500,Yes,Available
SLOT004847,TURF004,2026-03-13,11:00,12:00,Friday,1000,No,Booked
SLOT004848,TURF015,2026-06-30,10:00,11:00,Tuesday,2500,No,Booked
SLOT004849,TURF025,2025-04-17,13:00,14:00,Thursday,2500,No,Booked
SLOT004850,TURF045,2026-03-12,14:00,15:00,Thursday,2500,No,Booked
SLOT004851,TURF050,2024-01-30,22:00,23:00,Tuesday,1800,No,Available
SLOT004852,TURF016,2024-05-24,12:00,13:00,Friday,2000,No,Available
SLOT004853,TURF037,2025-03-18,15:00,16:00,Tuesday,1500,No,Blocked
SLOT004854,TURF043,2025-04-03,12:00,13:00,Thursday,1500,No,Available
SLOT004855,TURF016,2025-05-18,14:00,15:00,Sunday,2000,No,Available
SLOT004856,TURF038,2025-12-31,11:00,12:00,Wednesday,800,No,Available
SLOT004857,TURF016,2024-08-24,15:00,16:00,Saturday,2000,No,Available
SLOT004858,TURF026,2024-03-14,18:00,19:00,Thursday,1500,Yes,Available
SLOT004859,TURF042,2024-10-22,06:00,07:00,Tuesday,1500,No,Booked
SLOT004860,TURF038,2026-04-12,20:00,21:00,Sunday,800,Yes,Booked
SLOT004861,TURF024,2024-01-28,19:00,20:00,Sunday,1000,Yes,Available
SLOT004862,TURF043,2025-06-20,18:00,19:00,Friday,1500,Yes,Booked
SLOT004863,TURF028,2026-01-24,09:00,10:00,Saturday,1500,No,Booked
SLOT004864,TURF015,2025-10-05,08:00,09:00,Sunday,2500,No,Booked
SLOT004865,TURF022,2025-07-27,11:00,12:00,Sunday,1800,No,Booked
SLOT004866,TURF026,2024-06-22,20:00,21:00,Saturday,1500,Yes,Booked
SLOT004867,TURF028,2024-02-18,15:00,16:00,Sunday,1500,No,Booked
SLOT004868,TURF010,2024-09-29,15:00,16:00,Sunday,2500,No,Booked
SLOT004869,TURF044,2025-03-02,18:00,19:00,Sunday,1000,Yes,Booked
SLOT004870,TURF005,2026-06-10,07:00,08:00,Wednesday,1200,No,Booked
SLOT004871,TURF020,2024-09-09,06:00,07:00,Monday,1500,No,Booked
SLOT004872,TURF020,2025-04-19,18:00,19:00,Saturday,1500,Yes,Blocked
SLOT004873,TURF001,2024-12-31,08:00,09:00,Tuesday,1000,No,Available
SLOT004874,TURF040,2025-12-21,22:00,23:00,Sunday,2000,No,Booked
SLOT004875,TURF019,2025-05-04,18:00,19:00,Sunday,1000,Yes,Available
SLOT004876,TURF039,2026-03-11,21:00,22:00,Wednesday,2500,Yes,Booked
SLOT004877,TURF031,2026-03-18,15:00,16:00,Wednesday,2000,No,Available
SLOT004878,TURF012,2026-07-05,11:00,12:00,Sunday,1000,No,Booked
SLOT004879,TURF020,2026-03-12,11:00,12:00,Thursday,1500,No,Available
SLOT004880,TURF043,2025-05-18,19:00,20:00,Sunday,1500,Yes,Available
SLOT004881,TURF007,2024-05-16,10:00,11:00,Thursday,1500,No,Booked
SLOT004882,TURF007,2024-06-12,20:00,21:00,Wednesday,1500,Yes,Booked
SLOT004883,TURF037,2025-09-06,22:00,23:00,Saturday,1500,No,Booked
SLOT004884,TURF020,2025-12-10,19:00,20:00,Wednesday,1500,Yes,Available
SLOT004885,TURF008,2024-06-30,17:00,18:00,Sunday,1000,No,Booked
SLOT004886,TURF006,2026-01-10,15:00,16:00,Saturday,1500,No,Available
SLOT004887,TURF036,2025-03-11,12:00,13:00,Tuesday,2500,No,Booked
SLOT004888,TURF034,2025-02-06,14:00,15:00,Thursday,1200,No,Booked
SLOT004889,TURF002,2025-01-22,14:00,15:00,Wednesday,2500,No,Booked
SLOT004890,TURF025,2024-12-21,12:00,13:00,Saturday,2500,No,Available
SLOT004891,TURF049,2025-12-16,19:00,20:00,Tuesday,800,Yes,Available
SLOT004892,TURF005,2024-07-05,16:00,17:00,Friday,1200,No,Booked
SLOT004893,TURF023,2026-03-21,22:00,23:00,Saturday,1500,No,Booked
SLOT004894,TURF031,2025-05-28,15:00,16:00,Wednesday,2000,No,Booked
SLOT004895,TURF031,2024-01-08,19:00,20:00,Monday,2000,Yes,Available
SLOT004896,TURF025,2024-05-21,10:00,11:00,Tuesday,2500,No,Available
SLOT004897,TURF013,2025-01-24,21:00,22:00,Friday,1500,Yes,Blocked
SLOT004898,TURF026,2025-01-15,08:00,09:00,Wednesday,1500,No,Booked
SLOT004899,TURF031,2025-07-07,16:00,17:00,Monday,2000,No,Available
SLOT004900,TURF045,2024-05-20,16:00,17:00,Monday,2500,No,Booked
SLOT004901,TURF015,2025-01-09,08:00,09:00,Thursday,2500,No,Booked
SLOT004902,TURF002,2024-11-14,19:00,20:00,Thursday,2500,Yes,Booked
SLOT004903,TURF036,2024-12-28,17:00,18:00,Saturday,2500,No,Booked
SLOT004904,TURF004,2024-12-13,07:00,08:00,Friday,1000,No,Booked
SLOT004905,TURF021,2026-03-18,06:00,07:00,Wednesday,2500,No,Available
SLOT004906,TURF042,2025-01-25,06:00,07:00,Saturday,1500,No,Booked
SLOT004907,TURF033,2024-02-15,16:00,17:00,Thursday,1000,No,Available
SLOT004908,TURF042,2024-09-24,22:00,23:00,Tuesday,1500,No,Booked
SLOT004909,TURF034,2025-10-03,13:00,14:00,Friday,1200,No,Booked
SLOT004910,TURF024,2026-04-26,07:00,08:00,Sunday,1000,No,Booked
SLOT004911,TURF007,2025-02-25,18:00,19:00,Tuesday,1500,Yes,Booked
SLOT004912,TURF043,2026-04-17,11:00,12:00,Friday,1500,No,Available
SLOT004913,TURF039,2025-11-14,22:00,23:00,Friday,2500,No,Available
SLOT004914,TURF006,2024-09-20,22:00,23:00,Friday,1500,No,Available
SLOT004915,TURF023,2026-06-28,09:00,10:00,Sunday,1500,No,Available
SLOT004916,TURF031,2025-07-19,17:00,18:00,Saturday,2000,No,Blocked
SLOT004917,TURF044,2026-02-07,12:00,13:00,Saturday,1000,No,Blocked
SLOT004918,TURF006,2026-01-28,16:00,17:00,Wednesday,1500,No,Booked
SLOT004919,TURF015,2024-08-15,18:00,19:00,Thursday,2500,Yes,Available
SLOT004920,TURF050,2024-11-08,12:00,13:00,Friday,1800,No,Booked
SLOT004921,TURF045,2024-10-15,07:00,08:00,Tuesday,2500,No,Booked
SLOT004922,TURF042,2024-05-25,20:00,21:00,Saturday,1500,Yes,Booked
SLOT004923,TURF050,2024-10-01,18:00,19:00,Tuesday,1800,Yes,Booked
SLOT004924,TURF005,2024-04-21,17:00,18:00,Sunday,1200,No,Booked
SLOT004925,TURF042,2024-03-19,06:00,07:00,Tuesday,1500,No,Available
SLOT004926,TURF025,2024-11-10,17:00,18:00,Sunday,2500,No,Booked
SLOT004927,TURF032,2026-05-19,19:00,20:00,Tuesday,800,Yes,Booked
SLOT004928,TURF050,2026-01-19,21:00,22:00,Monday,1800,Yes,Available
SLOT004929,TURF011,2025-11-23,18:00,19:00,Sunday,2500,Yes,Available
SLOT004930,TURF019,2026-02-05,21:00,22:00,Thursday,1000,Yes,Booked
SLOT004931,TURF029,2024-10-26,06:00,07:00,Saturday,2000,No,Booked
SLOT004932,TURF039,2025-05-24,21:00,22:00,Saturday,2500,Yes,Booked
SLOT004933,TURF008,2026-04-23,19:00,20:00,Thursday,1000,Yes,Available
SLOT004934,TURF038,2024-11-08,17:00,18:00,Friday,800,No,Available
SLOT004935,TURF010,2024-04-18,15:00,16:00,Thursday,2500,No,Available
SLOT004936,TURF042,2025-02-04,14:00,15:00,Tuesday,1500,No,Booked
SLOT004937,TURF036,2025-03-09,15:00,16:00,Sunday,2500,No,Available
SLOT004938,TURF015,2025-12-06,06:00,07:00,Saturday,2500,No,Available
SLOT004939,TURF034,2024-10-07,15:00,16:00,Monday,1200,No,Booked
SLOT004940,TURF037,2024-12-28,20:00,21:00,Saturday,1500,Yes,Booked
SLOT004941,TURF005,2024-12-16,19:00,20:00,Monday,1200,Yes,Available
SLOT004942,TURF037,2025-09-01,10:00,11:00,Monday,1500,No,Booked
SLOT004943,TURF023,2025-03-10,12:00,13:00,Monday,1500,No,Available
SLOT004944,TURF009,2026-03-19,13:00,14:00,Thursday,1000,No,Available
SLOT004945,TURF031,2026-06-12,12:00,13:00,Friday,2000,No,Available
SLOT004946,TURF006,2025-02-07,15:00,16:00,Friday,1500,No,Available
SLOT004947,TURF032,2024-07-30,20:00,21:00,Tuesday,800,Yes,Booked
SLOT004948,TURF030,2025-11-27,17:00,18:00,Thursday,2500,No,Available
SLOT004949,TURF027,2024-10-29,09:00,10:00,Tuesday,1800,No,Booked
SLOT004950,TURF006,2025-11-21,17:00,18:00,Friday,1500,No,Blocked
SLOT004951,TURF018,2024-02-09,19:00,20:00,Friday,1200,Yes,Booked
SLOT004952,TURF041,2025-08-11,20:00,21:00,Monday,2000,Yes,Available
SLOT004953,TURF023,2024-04-26,21:00,22:00,Friday,1500,Yes,Booked
SLOT004954,TURF014,2026-04-21,14:00,15:00,Tuesday,1500,No,Booked
SLOT004955,TURF004,2024-06-05,07:00,08:00,Wednesday,1000,No,Available
SLOT004956,TURF025,2026-04-12,19:00,20:00,Sunday,2500,Yes,Available
SLOT004957,TURF040,2025-03-05,11:00,12:00,Wednesday,2000,No,Available
SLOT004958,TURF030,2026-03-18,13:00,14:00,Wednesday,2500,No,Booked
SLOT004959,TURF012,2025-01-23,21:00,22:00,Thursday,1000,Yes,Booked
SLOT004960,TURF037,2025-02-26,11:00,12:00,Wednesday,1500,No,Booked
SLOT004961,TURF027,2025-08-18,08:00,09:00,Monday,1800,No,Available
SLOT004962,TURF003,2024-02-15,21:00,22:00,Thursday,1000,Yes,Available
SLOT004963,TURF040,2025-04-04,19:00,20:00,Friday,2000,Yes,Booked
SLOT004964,TURF024,2025-03-08,08:00,09:00,Saturday,1000,No,Available
SLOT004965,TURF047,2025-12-31,06:00,07:00,Wednesday,1200,No,Booked
SLOT004966,TURF040,2026-04-26,12:00,13:00,Sunday,2000,No,Blocked
SLOT004967,TURF050,2025-08-24,17:00,18:00,Sunday,1800,No,Booked
SLOT004968,TURF025,2024-10-09,06:00,07:00,Wednesday,2500,No,Booked
SLOT004969,TURF007,2024-12-25,06:00,07:00,Wednesday,1500,No,Booked
SLOT004970,TURF045,2025-11-25,17:00,18:00,Tuesday,2500,No,Available
SLOT004971,TURF036,2024-12-05,07:00,08:00,Thursday,2500,No,Booked
SLOT004972,TURF021,2025-01-18,22:00,23:00,Saturday,2500,No,Available
SLOT004973,TURF035,2026-06-02,11:00,12:00,Tuesday,800,No,Booked
SLOT004974,TURF009,2026-06-05,06:00,07:00,Friday,1000,No,Available
SLOT004975,TURF023,2026-01-08,21:00,22:00,Thursday,1500,Yes,Available
SLOT004976,TURF020,2025-10-19,15:00,16:00,Sunday,1500,No,Booked
SLOT004977,TURF041,2024-02-27,22:00,23:00,Tuesday,2000,No,Available
SLOT004978,TURF001,2024-08-03,10:00,11:00,Saturday,1000,No,Booked
SLOT004979,TURF025,2026-01-21,20:00,21:00,Wednesday,2500,Yes,Available
SLOT004980,TURF012,2024-03-10,06:00,07:00,Sunday,1000,No,Booked
SLOT004981,TURF047,2025-03-15,22:00,23:00,Saturday,1200,No,Blocked
SLOT004982,TURF042,2026-03-21,09:00,10:00,Saturday,1500,No,Available
SLOT004983,TURF040,2025-02-01,09:00,10:00,Saturday,2000,No,Booked
SLOT004984,TURF028,2025-05-10,10:00,11:00,Saturday,1500,No,Booked
SLOT004985,TURF017,2025-02-02,22:00,23:00,Sunday,1200,No,Booked
SLOT004986,TURF026,2026-04-05,06:00,07:00,Sunday,1500,No,Available
SLOT004987,TURF044,2025-10-09,19:00,20:00,Thursday,1000,Yes,Available
SLOT004988,TURF023,2025-07-12,13:00,14:00,Saturday,1500,No,Booked
SLOT004989,TURF027,2025-12-20,11:00,12:00,Saturday,1800,No,Available
SLOT004990,TURF010,2026-05-30,18:00,19:00,Saturday,2500,Yes,Available
SLOT004991,TURF044,2024-01-29,09:00,10:00,Monday,1000,No,Booked
SLOT004992,TURF002,2025-12-27,06:00,07:00,Saturday,2500,No,Available
SLOT004993,TURF025,2026-04-30,14:00,15:00,Thursday,2500,No,Booked
SLOT004994,TURF013,2026-07-03,22:00,23:00,Friday,1500,No,Booked
SLOT004995,TURF045,2024-09-29,06:00,07:00,Sunday,2500,No,Available
SLOT004996,TURF049,2025-07-25,14:00,15:00,Friday,800,No,Available
SLOT004997,TURF020,2024-01-16,15:00,16:00,Tuesday,1500,No,Available
SLOT004998,TURF020,2024-11-15,09:00,10:00,Friday,1500,No,Available
SLOT004999,TURF030,2026-04-22,18:00,19:00,Wednesday,2500,Yes,Booked
SLOT005000,TURF025,2024-04-01,18:00,19:00,Monday,2500,Yes,Booked
SLOT005001,TURF015,2024-06-23,11:00,12:00,Sunday,2500,No,Available
SLOT005002,TURF001,2024-04-27,21:00,22:00,Saturday,1000,Yes,Available
SLOT005003,TURF006,2024-02-10,10:00,11:00,Saturday,1500,No,Available
SLOT005004,TURF026,2024-12-13,06:00,07:00,Friday,1500,No,Blocked
SLOT005005,TURF030,2024-06-02,21:00,22:00,Sunday,2500,Yes,Available
SLOT005006,TURF045,2024-12-05,08:00,09:00,Thursday,2500,No,Available
SLOT005007,TURF040,2024-08-17,12:00,13:00,Saturday,2000,No,Available
SLOT005008,TURF004,2025-09-09,14:00,15:00,Tuesday,1000,No,Booked
SLOT005009,TURF033,2024-03-30,21:00,22:00,Saturday,1000,Yes,Available
SLOT005010,TURF039,2026-05-30,13:00,14:00,Saturday,2500,No,Booked
SLOT005011,TURF009,2026-03-09,08:00,09:00,Monday,1000,No,Blocked
SLOT005012,TURF024,2025-08-22,17:00,18:00,Friday,1000,No,Booked
SLOT005013,TURF015,2024-04-23,20:00,21:00,Tuesday,2500,Yes,Available
SLOT005014,TURF023,2026-06-08,21:00,22:00,Monday,1500,Yes,Available
SLOT005015,TURF012,2024-10-08,11:00,12:00,Tuesday,1000,No,Booked
SLOT005016,TURF022,2026-01-15,13:00,14:00,Thursday,1800,No,Blocked
SLOT005017,TURF034,2024-11-15,07:00,08:00,Friday,1200,No,Booked
SLOT005018,TURF044,2025-08-03,11:00,12:00,Sunday,1000,No,Booked
SLOT005019,TURF017,2025-08-22,14:00,15:00,Friday,1200,No,Booked
SLOT005020,TURF017,2024-01-29,19:00,20:00,Monday,1200,Yes,Available
SLOT005021,TURF006,2026-05-22,11:00,12:00,Friday,1500,No,Available
SLOT005022,TURF009,2024-02-23,21:00,22:00,Friday,1000,Yes,Available
SLOT005023,TURF045,2025-11-22,18:00,19:00,Saturday,2500,Yes,Booked
SLOT005024,TURF013,2026-02-05,11:00,12:00,Thursday,1500,No,Booked
SLOT005025,TURF022,2025-12-06,09:00,10:00,Saturday,1800,No,Booked
SLOT005026,TURF012,2026-04-04,09:00,10:00,Saturday,1000,No,Available
SLOT005027,TURF011,2024-10-13,18:00,19:00,Sunday,2500,Yes,Available
SLOT005028,TURF050,2024-12-18,22:00,23:00,Wednesday,1800,No,Booked
SLOT005029,TURF034,2025-10-15,19:00,20:00,Wednesday,1200,Yes,Booked
SLOT005030,TURF029,2025-06-09,22:00,23:00,Monday,2000,No,Booked
SLOT005031,TURF008,2024-07-23,13:00,14:00,Tuesday,1000,No,Blocked
SLOT005032,TURF046,2024-11-10,12:00,13:00,Sunday,800,No,Booked
SLOT005033,TURF017,2024-06-07,17:00,18:00,Friday,1200,No,Booked
SLOT005034,TURF048,2024-08-16,17:00,18:00,Friday,1800,No,Available
SLOT005035,TURF024,2025-08-17,16:00,17:00,Sunday,1000,No,Booked
SLOT005036,TURF032,2026-01-15,21:00,22:00,Thursday,800,Yes,Available
SLOT005037,TURF048,2025-08-12,06:00,07:00,Tuesday,1800,No,Available
SLOT005038,TURF046,2025-03-16,08:00,09:00,Sunday,800,No,Available
SLOT005039,TURF005,2026-01-15,10:00,11:00,Thursday,1200,No,Available
SLOT005040,TURF042,2024-08-21,07:00,08:00,Wednesday,1500,No,Booked
SLOT005041,TURF028,2026-01-11,18:00,19:00,Sunday,1500,Yes,Booked
SLOT005042,TURF025,2025-12-07,11:00,12:00,Sunday,2500,No,Available
SLOT005043,TURF004,2024-06-03,15:00,16:00,Monday,1000,No,Booked
SLOT005044,TURF011,2025-03-03,09:00,10:00,Monday,2500,No,Booked
SLOT005045,TURF014,2024-01-14,12:00,13:00,Sunday,1500,No,Available
SLOT005046,TURF002,2026-02-21,08:00,09:00,Saturday,2500,No,Booked
SLOT005047,TURF015,2025-10-14,13:00,14:00,Tuesday,2500,No,Booked
SLOT005048,TURF017,2026-05-13,16:00,17:00,Wednesday,1200,No,Available
SLOT005049,TURF016,2024-04-02,22:00,23:00,Tuesday,2000,No,Available
SLOT005050,TURF015,2024-02-24,13:00,14:00,Saturday,2500,No,Booked
SLOT005051,TURF038,2025-04-18,22:00,23:00,Friday,800,No,Booked
SLOT005052,TURF012,2025-06-25,20:00,21:00,Wednesday,1000,Yes,Booked
SLOT005053,TURF048,2024-02-11,10:00,11:00,Sunday,1800,No,Available
SLOT005054,TURF033,2025-04-25,22:00,23:00,Friday,1000,No,Available
SLOT005055,TURF048,2025-08-24,06:00,07:00,Sunday,1800,No,Available
SLOT005056,TURF031,2026-04-12,19:00,20:00,Sunday,2000,Yes,Booked
SLOT005057,TURF046,2025-04-16,07:00,08:00,Wednesday,800,No,Available
SLOT005058,TURF030,2025-06-26,10:00,11:00,Thursday,2500,No,Booked
SLOT005059,TURF050,2025-08-24,08:00,09:00,Sunday,1800,No,Booked
SLOT005060,TURF034,2024-11-26,08:00,09:00,Tuesday,1200,No,Booked
SLOT005061,TURF046,2025-04-16,14:00,15:00,Wednesday,800,No,Booked
SLOT005062,TURF044,2025-10-21,09:00,10:00,Tuesday,1000,No,Available
SLOT005063,TURF023,2024-09-15,11:00,12:00,Sunday,1500,No,Available
SLOT005064,TURF014,2024-09-23,07:00,08:00,Monday,1500,No,Booked
SLOT005065,TURF046,2025-07-23,22:00,23:00,Wednesday,800,No,Blocked
SLOT005066,TURF022,2024-03-06,22:00,23:00,Wednesday,1800,No,Booked
SLOT005067,TURF010,2025-10-10,20:00,21:00,Friday,2500,Yes,Booked
SLOT005068,TURF001,2026-07-02,20:00,21:00,Thursday,1000,Yes,Booked
SLOT005069,TURF021,2024-09-06,16:00,17:00,Friday,2500,No,Available
SLOT005070,TURF041,2026-03-15,19:00,20:00,Sunday,2000,Yes,Booked
SLOT005071,TURF026,2025-12-15,20:00,21:00,Monday,1500,Yes,Available
SLOT005072,TURF022,2024-09-13,21:00,22:00,Friday,1800,Yes,Blocked
SLOT005073,TURF022,2024-08-29,09:00,10:00,Thursday,1800,No,Available
SLOT005074,TURF028,2025-07-03,17:00,18:00,Thursday,1500,No,Booked
SLOT005075,TURF018,2025-04-27,08:00,09:00,Sunday,1200,No,Available
SLOT005076,TURF046,2024-04-24,09:00,10:00,Wednesday,800,No,Available
SLOT005077,TURF010,2024-04-26,22:00,23:00,Friday,2500,No,Available
SLOT005078,TURF031,2024-09-18,19:00,20:00,Wednesday,2000,Yes,Available
SLOT005079,TURF013,2024-04-02,08:00,09:00,Tuesday,1500,No,Available
SLOT005080,TURF045,2024-12-19,18:00,19:00,Thursday,2500,Yes,Booked
SLOT005081,TURF008,2025-12-31,06:00,07:00,Wednesday,1000,No,Booked
SLOT005082,TURF041,2024-10-04,16:00,17:00,Friday,2000,No,Booked
SLOT005083,TURF045,2025-01-20,11:00,12:00,Monday,2500,No,Booked
SLOT005084,TURF002,2025-01-24,08:00,09:00,Friday,2500,No,Available
SLOT005085,TURF040,2024-01-15,21:00,22:00,Monday,2000,Yes,Available
SLOT005086,TURF034,2026-06-06,11:00,12:00,Saturday,1200,No,Blocked
SLOT005087,TURF011,2024-10-02,20:00,21:00,Wednesday,2500,Yes,Booked
SLOT005088,TURF014,2024-03-04,15:00,16:00,Monday,1500,No,Available
SLOT005089,TURF032,2024-07-22,06:00,07:00,Monday,800,No,Available
SLOT005090,TURF031,2024-12-27,16:00,17:00,Friday,2000,No,Booked
SLOT005091,TURF037,2025-07-27,11:00,12:00,Sunday,1500,No,Available
SLOT005092,TURF014,2024-12-03,17:00,18:00,Tuesday,1500,No,Available
SLOT005093,TURF008,2024-08-29,13:00,14:00,Thursday,1000,No,Booked
SLOT005094,TURF046,2025-02-22,17:00,18:00,Saturday,800,No,Available
SLOT005095,TURF013,2024-05-16,11:00,12:00,Thursday,1500,No,Booked
SLOT005096,TURF037,2024-08-12,17:00,18:00,Monday,1500,No,Booked
SLOT005097,TURF040,2025-05-23,22:00,23:00,Friday,2000,No,Available
SLOT005098,TURF043,2025-05-23,21:00,22:00,Friday,1500,Yes,Available
SLOT005099,TURF049,2024-02-24,13:00,14:00,Saturday,800,No,Available
SLOT005100,TURF032,2026-05-26,22:00,23:00,Tuesday,800,No,Booked
SLOT005101,TURF044,2024-10-06,20:00,21:00,Sunday,1000,Yes,Available
SLOT005102,TURF048,2025-01-19,19:00,20:00,Sunday,1800,Yes,Booked
SLOT005103,TURF019,2024-12-29,12:00,13:00,Sunday,1000,No,Available
SLOT005104,TURF011,2025-06-17,06:00,07:00,Tuesday,2500,No,Available
SLOT005105,TURF018,2025-05-13,18:00,19:00,Tuesday,1200,Yes,Booked
SLOT005106,TURF024,2025-12-11,15:00,16:00,Thursday,1000,No,Booked
SLOT005107,TURF026,2025-06-14,15:00,16:00,Saturday,1500,No,Booked
SLOT005108,TURF014,2024-06-14,12:00,13:00,Friday,1500,No,Booked
SLOT005109,TURF015,2024-01-06,06:00,07:00,Saturday,2500,No,Booked
SLOT005110,TURF042,2025-11-15,21:00,22:00,Saturday,1500,Yes,Booked
SLOT005111,TURF042,2024-07-13,12:00,13:00,Saturday,1500,No,Available
SLOT005112,TURF011,2024-02-06,17:00,18:00,Tuesday,2500,No,Blocked
SLOT005113,TURF041,2025-10-24,20:00,21:00,Friday,2000,Yes,Available
SLOT005114,TURF011,2025-11-12,19:00,20:00,Wednesday,2500,Yes,Available
SLOT005115,TURF027,2026-01-21,08:00,09:00,Wednesday,1800,No,Booked
SLOT005116,TURF028,2024-03-12,09:00,10:00,Tuesday,1500,No,Available
SLOT005117,TURF016,2026-04-27,14:00,15:00,Monday,2000,No,Blocked
