MaintenanceID,TurfID,MaintenanceType,MaintenanceDate,PerformedByStaffID,Cost,DurationHours,Status,Notes
MNT00291,TURF009,Cleaning,2024-06-14,STF0011,8000,6,Scheduled,Customer complaint follow-up
MNT00292,TURF023,Equipment Servicing,2024-12-06,STF0078,500,4,Completed,Routine check
MNT00293,TURF021,Floodlight Repair,2024-09-27,STF0069,500,8,Completed,Pre-season prep
MNT00294,TURF005,Line Marking,2025-05-29,STF0013,2000,4,Scheduled,Pre-season prep
MNT00295,TURF003,Painting,2026-03-22,STF0013,1500,3,Completed,Pre-season prep
MNT00296,TURF010,Floodlight Repair,2025-04-10,STF0105,1500,6,Completed,Routine check
MNT00297,TURF024,Net Replacement,2024-08-23,STF0126,8000,8,Completed,Routine check
MNT00298,TURF027,Turf Mowing,2024-08-21,STF0071,1000,2,Completed,Pre-season prep
MNT00299,TURF049,Pitch Rolling,2025-05-10,STF0011,3000,4,Completed,Pre-season prep
MNT00300,TURF025,Fencing Repair,2024-10-24,STF0122,500,4,Completed,Scheduled upkeep
MNT00301,TURF039,Floodlight Repair,2024-12-19,STF0122,8000,8,Completed,Scheduled upkeep
MNT00302,TURF016,Cleaning,2025-09-01,STF0101,12000,6,Scheduled,Routine check
MNT00303,TURF014,Cleaning,2025-01-22,STF0150,3000,2,In Progress,Scheduled upkeep
MNT00304,TURF027,Fencing Repair,2025-10-14,STF0129,1500,4,Completed,Urgent repair
MNT00305,TURF007,Fencing Repair,2025-05-25,STF0078,5000,6,Scheduled,Customer complaint follow-up
MNT00306,TURF015,Turf Mowing,2026-05-27,STF0083,2000,4,Completed,Scheduled upkeep
MNT00307,TURF043,Cleaning,2026-03-25,STF0020,2000,1,Completed,Urgent repair
MNT00308,TURF025,Line Marking,2025-11-04,STF0097,500,4,Completed,Scheduled upkeep
MNT00309,TURF034,Fencing Repair,2024-04-17,STF0100,12000,6,Completed,Customer complaint follow-up
MNT00310,TURF037,Turf Mowing,2024-10-25,STF0130,1500,2,Completed,Routine check
MNT00311,TURF024,Floodlight Repair,2025-12-31,STF0147,3000,4,Scheduled,Scheduled upkeep
MNT00312,TURF021,Drainage Check,2025-11-06,STF0097,5000,8,Completed,Scheduled upkeep
MNT00313,TURF008,Net Replacement,2026-05-18,STF0039,1000,2,Completed,Pre-season prep
MNT00314,TURF036,Drainage Check,2026-01-25,STF0020,1500,4,Completed,Customer complaint follow-up
MNT00315,TURF009,Drainage Check,2025-09-15,STF0020,8000,8,In Progress,Urgent repair
MNT00316,TURF032,Floodlight Repair,2024-02-19,STF0061,12000,3,Completed,Routine check
MNT00317,TURF050,Fencing Repair,2025-05-06,STF0059,1000,4,Scheduled,Routine check
MNT00318,TURF047,Fencing Repair,2026-03-24,STF0031,1500,4,Completed,Pre-season prep
MNT00319,TURF050,Fencing Repair,2024-07-26,STF0050,1000,3,Completed,Pre-season prep
MNT00320,TURF050,Equipment Servicing,2024-09-06,STF0023,5000,8,Completed,Scheduled upkeep
MNT00321,TURF011,Drainage Check,2024-10-25,STF0024,3000,3,Completed,Customer complaint follow-up
MNT00322,TURF024,Equipment Servicing,2025-11-08,STF0011,8000,1,Completed,Routine check
MNT00323,TURF042,Floodlight Repair,2024-04-12,STF0070,2000,1,Scheduled,Routine check
MNT00324,TURF001,Turf Mowing,2025-10-25,STF0050,3000,4,Scheduled,Customer complaint follow-up
MNT00325,TURF018,Drainage Check,2026-02-21,STF0034,12000,4,Completed,Customer complaint follow-up
MNT00326,TURF026,Cleaning,2024-05-07,STF0101,1500,3,Completed,Customer complaint follow-up
MNT00327,TURF016,Painting,2025-12-22,STF0129,1000,8,Completed,Routine check
MNT00328,TURF049,Pitch Rolling,2024-03-17,STF0011,8000,1,Scheduled,Routine check
MNT00329,TURF037,Net Replacement,2025-09-12,STF0013,5000,4,Completed,Customer complaint follow-up
MNT00330,TURF010,Painting,2024-10-11,STF0075,3000,2,Completed,Pre-season prep
MNT00331,TURF016,Fencing Repair,2024-07-13,STF0023,1500,6,In Progress,Customer complaint follow-up
MNT00332,TURF034,Painting,2024-02-21,STF0061,1000,4,Completed,Scheduled upkeep
MNT00333,TURF015,Turf Mowing,2026-03-06,STF0071,2000,8,Completed,Pre-season prep
MNT00334,TURF031,Cleaning,2024-04-15,STF0039,5000,4,Completed,Routine check
MNT00335,TURF035,Line Marking,2024-07-05,STF0023,12000,4,Completed,Routine check
MNT00336,TURF038,Cleaning,2025-05-12,STF0138,2000,8,Scheduled,Customer complaint follow-up
MNT00337,TURF014,Drainage Check,2026-01-06,STF0065,12000,2,Completed,Pre-season prep
MNT00338,TURF025,Fencing Repair,2024-02-25,STF0063,500,8,Completed,Pre-season prep
MNT00339,TURF006,Painting,2025-05-29,STF0048,1500,2,Completed,Pre-season prep
MNT00340,TURF033,Equipment Servicing,2026-06-03,STF0075,3000,4,Completed,Customer complaint follow-up
MNT00341,TURF011,Drainage Check,2026-02-09,STF0078,12000,1,Completed,Customer complaint follow-up
MNT00342,TURF009,Painting,2025-08-31,STF0030,8000,2,Completed,Customer complaint follow-up
MNT00343,TURF004,Pitch Rolling,2025-09-12,STF0036,3000,8,Completed,Scheduled upkeep
MNT00344,TURF046,Painting,2025-11-02,STF0129,12000,4,In Progress,Pre-season prep
MNT00345,TURF034,Equipment Servicing,2026-01-17,STF0061,12000,2,Completed,Scheduled upkeep
MNT00346,TURF042,Turf Mowing,2025-03-06,STF0150,8000,8,Completed,Scheduled upkeep
MNT00347,TURF034,Cleaning,2024-08-20,STF0020,2000,2,Completed,Routine check
MNT00348,TURF042,Line Marking,2024-05-28,STF0041,1000,1,Completed,Scheduled upkeep
MNT00349,TURF012,Painting,2026-01-04,STF0101,2000,6,Completed,Scheduled upkeep
MNT00350,TURF022,Drainage Check,2026-06-18,STF0071,3000,1,Completed,Routine check
MNT00351,TURF004,Fencing Repair,2025-11-18,STF0122,3000,8,Completed,Urgent repair
MNT00352,TURF043,Net Replacement,2024-02-20,STF0034,12000,4,Scheduled,Urgent repair
MNT00353,TURF019,Line Marking,2025-12-04,STF0051,3000,2,Scheduled,Pre-season prep
MNT00354,TURF010,Line Marking,2025-01-02,STF0013,3000,1,Completed,Pre-season prep
MNT00355,TURF020,Cleaning,2024-11-13,STF0147,3000,2,In Progress,Customer complaint follow-up
MNT00356,TURF023,Net Replacement,2026-02-14,STF0063,12000,2,Completed,Pre-season prep
MNT00357,TURF046,Equipment Servicing,2025-06-05,STF0061,12000,6,Completed,Urgent repair
MNT00358,TURF034,Turf Mowing,2025-06-07,STF0004,12000,1,Completed,Routine check
MNT00359,TURF010,Fencing Repair,2024-03-13,STF0002,12000,8,Completed,Customer complaint follow-up
MNT00360,TURF032,Floodlight Repair,2025-08-01,STF0093,1500,2,Completed,Customer complaint follow-up
MNT00361,TURF047,Drainage Check,2025-09-25,STF0013,5000,1,Completed,Pre-season prep
MNT00362,TURF038,Pitch Rolling,2025-07-25,STF0031,1000,6,Completed,Pre-season prep
MNT00363,TURF017,Cleaning,2024-11-21,STF0047,12000,3,Completed,Urgent repair
MNT00364,TURF013,Drainage Check,2024-04-14,STF0126,1500,6,Completed,Urgent repair
MNT00365,TURF049,Equipment Servicing,2026-05-25,STF0095,1000,8,Completed,Routine check
MNT00366,TURF036,Drainage Check,2026-03-09,STF0002,500,1,Completed,Customer complaint follow-up
MNT00367,TURF008,Drainage Check,2024-02-23,STF0075,500,1,Completed,Routine check
MNT00368,TURF034,Line Marking,2024-11-12,STF0070,2000,2,Completed,Urgent repair
MNT00369,TURF027,Equipment Servicing,2024-06-04,STF0041,1000,1,Completed,Scheduled upkeep
MNT00370,TURF024,Floodlight Repair,2026-06-10,STF0087,5000,8,In Progress,Urgent repair
MNT00371,TURF033,Equipment Servicing,2024-03-11,STF0026,12000,8,Completed,Scheduled upkeep
MNT00372,TURF022,Floodlight Repair,2025-03-19,STF0020,1000,4,Scheduled,Customer complaint follow-up
MNT00373,TURF033,Painting,2024-06-30,STF0033,1500,2,Scheduled,Scheduled upkeep
MNT00374,TURF045,Pitch Rolling,2024-10-28,STF0087,12000,3,Completed,Pre-season prep
MNT00375,TURF040,Floodlight Repair,2026-05-10,STF0050,8000,1,Completed,Urgent repair
MNT00376,TURF009,Cleaning,2025-07-05,STF0002,3000,6,Scheduled,Customer complaint follow-up
MNT00377,TURF008,Line Marking,2025-01-09,STF0129,1000,8,Completed,Urgent repair
MNT00378,TURF034,Painting,2026-03-16,STF0047,5000,2,Completed,Pre-season prep
MNT00379,TURF004,Drainage Check,2025-01-06,STF0020,3000,8,Completed,Pre-season prep
MNT00380,TURF017,Painting,2025-11-09,STF0029,5000,8,Scheduled,Customer complaint follow-up
MNT00381,TURF034,Painting,2026-02-26,STF0023,1500,6,Scheduled,Customer complaint follow-up
MNT00382,TURF026,Painting,2026-02-17,STF0122,1500,8,Completed,Scheduled upkeep
MNT00383,TURF031,Floodlight Repair,2026-05-30,STF0150,1500,6,In Progress,Routine check
MNT00384,TURF049,Line Marking,2024-11-29,STF0122,5000,1,Completed,Routine check
MNT00385,TURF002,Turf Mowing,2024-05-23,STF0020,5000,4,Completed,Urgent repair
MNT00386,TURF049,Fencing Repair,2025-10-09,STF0031,3000,1,Completed,Pre-season prep
MNT00387,TURF028,Pitch Rolling,2024-02-11,STF0004,5000,1,In Progress,Routine check
MNT00388,TURF026,Equipment Servicing,2024-06-20,STF0023,500,6,Scheduled,Scheduled upkeep
MNT00389,TURF020,Cleaning,2025-12-25,STF0095,5000,4,Scheduled,Customer complaint follow-up
MNT00390,TURF041,Fencing Repair,2024-01-28,STF0051,500,3,In Progress,Urgent repair
MNT00391,TURF003,Floodlight Repair,2026-04-16,STF0024,5000,4,Completed,Routine check
MNT00392,TURF029,Cleaning,2024-09-29,STF0050,8000,6,Completed,Customer complaint follow-up
MNT00393,TURF034,Net Replacement,2026-05-17,STF0082,2000,8,Completed,Routine check
MNT00394,TURF035,Drainage Check,2026-03-24,STF0051,5000,3,Completed,Routine check
MNT00395,TURF030,Turf Mowing,2024-10-14,STF0028,500,4,Completed,Pre-season prep
MNT00396,TURF027,Turf Mowing,2025-07-30,STF0119,500,6,Completed,Routine check
MNT00397,TURF034,Equipment Servicing,2025-05-31,STF0071,500,2,Completed,Customer complaint follow-up
MNT00398,TURF020,Fencing Repair,2024-04-15,STF0002,3000,8,Scheduled,Pre-season prep
MNT00399,TURF009,Turf Mowing,2026-01-06,STF0109,8000,1,Completed,Customer complaint follow-up
MNT00400,TURF020,Cleaning,2024-03-19,STF0087,5000,2,Completed,Scheduled upkeep
MNT00401,TURF009,Net Replacement,2024-04-13,STF0039,5000,6,Scheduled,Scheduled upkeep
MNT00402,TURF049,Painting,2025-04-21,STF0047,8000,4,Completed,Urgent repair
MNT00403,TURF006,Line Marking,2026-04-18,STF0123,500,2,In Progress,Scheduled upkeep
MNT00404,TURF015,Net Replacement,2025-06-19,STF0065,1000,1,Completed,Scheduled upkeep
MNT00405,TURF014,Cleaning,2025-11-13,STF0025,500,3,Completed,Urgent repair
MNT00406,TURF017,Floodlight Repair,2025-12-30,STF0026,3000,2,Scheduled,Customer complaint follow-up
MNT00407,TURF034,Drainage Check,2024-02-16,STF0050,3000,1,In Progress,Urgent repair
MNT00408,TURF018,Net Replacement,2024-10-05,STF0106,1500,1,Scheduled,Customer complaint follow-up
MNT00409,TURF017,Fencing Repair,2026-02-10,STF0063,1500,2,Scheduled,Pre-season prep
MNT00410,TURF008,Cleaning,2024-07-17,STF0095,8000,1,Completed,Routine check
MNT00411,TURF005,Equipment Servicing,2024-05-15,STF0036,500,2,Completed,Routine check
MNT00412,TURF034,Pitch Rolling,2025-04-19,STF0033,2000,8,Completed,Urgent repair
MNT00413,TURF048,Floodlight Repair,2026-01-02,STF0041,3000,8,Completed,Customer complaint follow-up
MNT00414,TURF019,Floodlight Repair,2026-06-03,STF0082,5000,2,Completed,Customer complaint follow-up
MNT00415,TURF028,Line Marking,2024-02-22,STF0126,5000,2,Completed,Pre-season prep
MNT00416,TURF039,Turf Mowing,2025-04-07,STF0126,3000,3,Completed,Routine check
MNT00417,TURF031,Pitch Rolling,2025-04-22,STF0093,12000,6,Scheduled,Customer complaint follow-up
MNT00418,TURF013,Floodlight Repair,2024-06-17,STF0105,12000,3,Scheduled,Scheduled upkeep
MNT00419,TURF028,Net Replacement,2025-06-29,STF0034,12000,8,Completed,Customer complaint follow-up
MNT00420,TURF018,Painting,2026-05-13,STF0082,12000,4,Completed,Scheduled upkeep
MNT00421,TURF036,Drainage Check,2026-03-19,STF0126,3000,8,Scheduled,Scheduled upkeep
MNT00422,TURF013,Painting,2024-06-10,STF0031,500,4,Scheduled,Scheduled upkeep
MNT00423,TURF001,Drainage Check,2025-01-01,STF0039,2000,3,In Progress,Urgent repair
MNT00424,TURF018,Cleaning,2025-01-15,STF0063,500,2,Completed,Pre-season prep
MNT00425,TURF029,Line Marking,2026-02-21,STF0039,500,2,Scheduled,Scheduled upkeep
MNT00426,TURF016,Turf Mowing,2025-04-15,STF0075,500,6,Completed,Customer complaint follow-up
MNT00427,TURF007,Turf Mowing,2024-10-21,STF0105,3000,6,Completed,Pre-season prep
MNT00428,TURF044,Net Replacement,2026-04-28,STF0150,5000,8,Completed,Urgent repair
MNT00429,TURF047,Equipment Servicing,2024-09-15,STF0047,12000,4,Completed,Scheduled upkeep
MNT00430,TURF038,Cleaning,2025-01-31,STF0025,500,3,Completed,Pre-season prep
MNT00431,TURF001,Painting,2024-02-15,STF0150,500,3,In Progress,Routine check
MNT00432,TURF034,Line Marking,2025-11-11,STF0036,12000,6,Completed,Customer complaint follow-up
MNT00433,TURF046,Drainage Check,2025-06-18,STF0123,12000,6,Scheduled,Customer complaint follow-up
MNT00434,TURF008,Line Marking,2025-02-14,STF0059,12000,3,Scheduled,Routine check
MNT00435,TURF001,Pitch Rolling,2024-05-18,STF0069,3000,1,Scheduled,Scheduled upkeep
MNT00436,TURF017,Equipment Servicing,2024-08-31,STF0100,1000,4,Completed,Urgent repair
MNT00437,TURF001,Fencing Repair,2024-11-27,STF0039,5000,6,Completed,Urgent repair
MNT00438,TURF004,Line Marking,2026-01-14,STF0059,8000,2,Completed,Customer complaint follow-up
MNT00439,TURF002,Drainage Check,2026-03-03,STF0036,5000,2,Scheduled,Scheduled upkeep
MNT00440,TURF009,Floodlight Repair,2025-06-23,STF0039,12000,1,Completed,Urgent repair
MNT00441,TURF010,Net Replacement,2024-09-09,STF0009,500,8,Scheduled,Scheduled upkeep
MNT00442,TURF001,Cleaning,2025-09-23,STF0147,1000,4,Completed,Urgent repair
MNT00443,TURF040,Turf Mowing,2025-06-20,STF0024,8000,2,In Progress,Customer complaint follow-up
MNT00444,TURF017,Cleaning,2025-11-23,STF0083,500,3,Completed,Urgent repair
MNT00445,TURF004,Painting,2026-01-10,STF0033,12000,6,Completed,Customer complaint follow-up
MNT00446,TURF008,Fencing Repair,2025-05-13,STF0093,8000,4,Completed,Customer complaint follow-up
MNT00447,TURF012,Drainage Check,2025-02-25,STF0106,12000,3,Completed,Customer complaint follow-up
MNT00448,TURF025,Net Replacement,2025-11-09,STF0041,3000,3,Scheduled,Urgent repair
MNT00449,TURF018,Cleaning,2025-11-13,STF0130,12000,4,Completed,Scheduled upkeep
MNT00450,TURF009,Cleaning,2026-04-03,STF0082,12000,4,Scheduled,Urgent repair
MNT00451,TURF001,Net Replacement,2025-01-20,STF0026,2000,3,In Progress,Urgent repair
MNT00452,TURF045,Floodlight Repair,2025-03-30,STF0082,5000,1,Completed,Urgent repair
MNT00453,TURF048,Fencing Repair,2025-05-18,STF0122,8000,3,Completed,Routine check
MNT00454,TURF031,Painting,2024-01-31,STF0105,5000,2,Scheduled,Customer complaint follow-up
MNT00455,TURF020,Drainage Check,2025-02-02,STF0147,3000,2,Completed,Pre-season prep
MNT00456,TURF009,Drainage Check,2025-06-18,STF0065,12000,3,Completed,Scheduled upkeep
MNT00457,TURF002,Line Marking,2025-01-08,STF0047,8000,8,In Progress,Scheduled upkeep
MNT00458,TURF016,Painting,2024-03-31,STF0109,8000,8,Scheduled,Urgent repair
MNT00459,TURF022,Line Marking,2024-09-30,STF0041,5000,2,Completed,Scheduled upkeep
MNT00460,TURF027,Painting,2024-10-15,STF0105,12000,1,Completed,Scheduled upkeep
MNT00461,TURF004,Fencing Repair,2025-07-10,STF0031,12000,1,Scheduled,Pre-season prep
MNT00462,TURF041,Pitch Rolling,2024-04-03,STF0034,5000,3,Completed,Scheduled upkeep
MNT00463,TURF017,Line Marking,2025-05-23,STF0033,1000,4,In Progress,Scheduled upkeep
MNT00464,TURF019,Fencing Repair,2025-02-04,STF0033,1500,2,Completed,Routine check
MNT00465,TURF036,Line Marking,2024-08-26,STF0020,12000,1,Completed,Pre-season prep
MNT00466,TURF012,Turf Mowing,2025-12-05,STF0047,12000,4,Completed,Customer complaint follow-up
MNT00467,TURF033,Line Marking,2025-01-07,STF0087,5000,4,Completed,Urgent repair
MNT00468,TURF017,Line Marking,2024-02-15,STF0063,8000,2,Completed,Pre-season prep
MNT00469,TURF034,Fencing Repair,2026-01-14,STF0061,3000,1,Completed,Scheduled upkeep
MNT00470,TURF049,Pitch Rolling,2025-12-15,STF0030,1000,6,Completed,Pre-season prep
MNT00471,TURF032,Equipment Servicing,2024-06-15,STF0134,500,2,Completed,Routine check
MNT00472,TURF033,Floodlight Repair,2024-05-29,STF0123,1500,2,Completed,Pre-season prep
MNT00473,TURF034,Floodlight Repair,2024-11-13,STF0063,1000,4,Completed,Urgent repair
MNT00474,TURF026,Fencing Repair,2025-12-12,STF0039,8000,8,In Progress,Routine check
MNT00475,TURF036,Painting,2024-10-09,STF0147,1500,6,Scheduled,Scheduled upkeep
MNT00476,TURF042,Painting,2026-04-19,STF0087,1000,8,Completed,Customer complaint follow-up
MNT00477,TURF043,Net Replacement,2024-10-21,STF0095,12000,4,Completed,Scheduled upkeep
MNT00478,TURF015,Drainage Check,2025-06-06,STF0078,3000,3,Scheduled,Urgent repair
MNT00479,TURF036,Line Marking,2026-01-11,STF0026,1500,8,Completed,Routine check
MNT00480,TURF035,Painting,2024-06-30,STF0063,12000,4,Completed,Customer complaint follow-up
MNT00481,TURF009,Line Marking,2026-05-05,STF0065,12000,6,Scheduled,Pre-season prep
MNT00482,TURF028,Painting,2025-12-24,STF0033,1500,2,Completed,Routine check
MNT00483,TURF015,Fencing Repair,2026-03-25,STF0129,1500,2,Completed,Scheduled upkeep
MNT00484,TURF018,Equipment Servicing,2026-06-01,STF0047,3000,8,In Progress,Routine check
MNT00485,TURF015,Pitch Rolling,2026-02-17,STF0047,8000,1,Scheduled,Pre-season prep
MNT00486,TURF030,Painting,2024-09-13,STF0083,1000,8,In Progress,Customer complaint follow-up
MNT00487,TURF033,Line Marking,2025-09-23,STF0041,1000,8,Completed,Scheduled upkeep
MNT00488,TURF018,Fencing Repair,2025-12-10,STF0059,1000,1,Completed,Pre-season prep
MNT00489,TURF005,Pitch Rolling,2025-04-16,STF0130,12000,3,Completed,Customer complaint follow-up
MNT00490,TURF005,Turf Mowing,2025-02-07,STF0034,3000,8,In Progress,Pre-season prep
MNT00491,TURF030,Cleaning,2025-08-26,STF0097,1000,2,Completed,Customer complaint follow-up
MNT00492,TURF025,Net Replacement,2026-03-21,STF0109,2000,1,Completed,Urgent repair
MNT00493,TURF038,Fencing Repair,2026-06-11,STF0029,1000,8,Completed,Pre-season prep
MNT00494,TURF019,Equipment Servicing,2025-04-14,STF0002,5000,2,Scheduled,Customer complaint follow-up
MNT00495,TURF011,Cleaning,2026-04-09,STF0009,1000,8,Scheduled,Customer complaint follow-up
MNT00496,TURF043,Painting,2026-01-02,STF0039,1000,4,Completed,Pre-season prep
MNT00497,TURF028,Net Replacement,2025-03-28,STF0059,500,3,Completed,Urgent repair
MNT00498,TURF047,Fencing Repair,2024-04-29,STF0075,1500,6,Completed,Pre-season prep
MNT00499,TURF018,Pitch Rolling,2024-07-11,STF0039,500,8,Completed,Scheduled upkeep
MNT00500,TURF010,Floodlight Repair,2026-02-11,STF0113,3000,2,Completed,Pre-season prep
MNT00501,TURF012,Line Marking,2024-08-14,STF0119,5000,1,Completed,Customer complaint follow-up
MNT00502,TURF020,Line Marking,2024-03-14,STF0033,12000,1,Completed,Routine check
MNT00503,TURF032,Net Replacement,2025-02-01,STF0065,3000,1,Completed,Scheduled upkeep
MNT00504,TURF040,Fencing Repair,2024-02-05,STF0029,8000,8,In Progress,Customer complaint follow-up
MNT00505,TURF050,Equipment Servicing,2024-07-29,STF0100,1000,4,Completed,Pre-season prep
MNT00506,TURF001,Line Marking,2025-06-18,STF0036,500,2,Scheduled,Routine check
MNT00507,TURF011,Line Marking,2025-07-21,STF0112,12000,2,Completed,Pre-season prep
MNT00508,TURF047,Drainage Check,2024-03-26,STF0004,1500,6,Completed,Routine check
MNT00509,TURF038,Cleaning,2024-06-07,STF0013,2000,2,Completed,Urgent repair
MNT00510,TURF050,Turf Mowing,2025-09-27,STF0013,12000,1,Scheduled,Urgent repair
MNT00511,TURF041,Drainage Check,2025-11-17,STF0083,12000,4,Completed,Customer complaint follow-up
MNT00512,TURF045,Drainage Check,2025-10-02,STF0051,5000,6,Scheduled,Scheduled upkeep
MNT00513,TURF042,Painting,2024-09-03,STF0050,12000,6,Completed,Scheduled upkeep
MNT00514,TURF041,Fencing Repair,2024-02-23,STF0061,12000,1,Completed,Routine check
MNT00515,TURF018,Drainage Check,2025-04-06,STF0119,8000,8,Completed,Pre-season prep
MNT00516,TURF043,Line Marking,2025-09-21,STF0059,12000,8,Completed,Urgent repair
MNT00517,TURF048,Cleaning,2025-07-20,STF0093,5000,2,In Progress,Urgent repair
MNT00518,TURF036,Floodlight Repair,2024-04-16,STF0112,3000,3,Completed,Customer complaint follow-up
MNT00519,TURF048,Equipment Servicing,2025-01-30,STF0065,1500,6,Completed,Scheduled upkeep
MNT00520,TURF021,Fencing Repair,2026-04-11,STF0078,500,3,Completed,Customer complaint follow-up
MNT00521,TURF012,Equipment Servicing,2024-01-06,STF0097,2000,3,Completed,Scheduled upkeep
MNT00522,TURF037,Turf Mowing,2025-05-20,STF0034,500,1,Completed,Urgent repair
MNT00523,TURF030,Fencing Repair,2024-07-16,STF0075,1000,3,Scheduled,Routine check
MNT00524,TURF011,Pitch Rolling,2025-05-27,STF0063,2000,3,Scheduled,Urgent repair
MNT00525,TURF032,Floodlight Repair,2025-11-12,STF0051,2000,4,Completed,Pre-season prep
MNT00526,TURF019,Floodlight Repair,2024-06-07,STF0024,12000,6,Completed,Scheduled upkeep
MNT00527,TURF033,Fencing Repair,2026-06-14,STF0011,2000,2,Completed,Customer complaint follow-up
MNT00528,TURF034,Net Replacement,2026-01-12,STF0106,3000,2,Scheduled,Urgent repair
MNT00529,TURF026,Turf Mowing,2025-03-18,STF0025,5000,8,Scheduled,Urgent repair
MNT00530,TURF036,Equipment Servicing,2025-05-06,STF0028,500,3,Completed,Pre-season prep
MNT00531,TURF009,Drainage Check,2024-12-01,STF0013,3000,2,Completed,Customer complaint follow-up
MNT00532,TURF038,Floodlight Repair,2024-01-01,STF0033,500,1,Completed,Scheduled upkeep
MNT00533,TURF026,Fencing Repair,2026-04-08,STF0011,1500,2,Scheduled,Customer complaint follow-up
MNT00534,TURF050,Turf Mowing,2024-12-01,STF0150,1500,4,Completed,Urgent repair
MNT00535,TURF015,Drainage Check,2025-12-08,STF0059,5000,1,Scheduled,Routine check
MNT00536,TURF026,Cleaning,2026-03-22,STF0048,1000,6,Completed,Scheduled upkeep
MNT00537,TURF022,Fencing Repair,2024-12-02,STF0083,1000,4,Completed,Scheduled upkeep
MNT00538,TURF020,Cleaning,2024-11-24,STF0082,1500,6,Completed,Routine check
MNT00539,TURF001,Fencing Repair,2024-03-09,STF0026,2000,6,Completed,Urgent repair
MNT00540,TURF027,Equipment Servicing,2025-06-07,STF0020,1500,1,Completed,Urgent repair
MNT00541,TURF041,Pitch Rolling,2025-10-24,STF0139,1500,4,Completed,Routine check
MNT00542,TURF007,Net Replacement,2024-06-06,STF0130,500,6,Completed,Pre-season prep
MNT00543,TURF044,Turf Mowing,2025-09-17,STF0039,1000,3,Completed,Urgent repair
MNT00544,TURF027,Drainage Check,2025-07-19,STF0069,5000,3,Scheduled,Urgent repair
MNT00545,TURF012,Pitch Rolling,2026-05-08,STF0041,8000,6,In Progress,Customer complaint follow-up
MNT00546,TURF028,Net Replacement,2026-05-05,STF0025,3000,6,Completed,Pre-season prep
MNT00547,TURF010,Turf Mowing,2025-09-09,STF0134,2000,2,Completed,Pre-season prep
MNT00548,TURF035,Pitch Rolling,2024-04-10,STF0039,8000,2,In Progress,Pre-season prep
MNT00549,TURF045,Floodlight Repair,2026-04-07,STF0147,8000,3,Completed,Routine check
MNT00550,TURF015,Painting,2026-03-31,STF0139,12000,8,Completed,Pre-season prep
MNT00551,TURF049,Fencing Repair,2025-05-21,STF0070,1000,2,Completed,Urgent repair
MNT00552,TURF013,Fencing Repair,2026-01-19,STF0100,500,1,In Progress,Scheduled upkeep
MNT00553,TURF019,Net Replacement,2025-12-11,STF0119,1500,4,Completed,Customer complaint follow-up
MNT00554,TURF043,Equipment Servicing,2025-08-24,STF0041,500,6,Completed,Scheduled upkeep
MNT00555,TURF044,Net Replacement,2025-05-02,STF0029,2000,4,Completed,Customer complaint follow-up
MNT00556,TURF020,Turf Mowing,2024-02-04,STF0004,3000,6,Completed,Routine check
MNT00557,TURF013,Cleaning,2024-11-16,STF0039,1000,6,In Progress,Routine check
MNT00558,TURF023,Fencing Repair,2026-05-13,STF0024,12000,4,Completed,Routine check
MNT00559,TURF006,Line Marking,2025-04-04,STF0065,8000,6,Completed,Pre-season prep
MNT00560,TURF002,Net Replacement,2024-10-18,STF0130,1000,8,Scheduled,Pre-season prep
MNT00561,TURF040,Fencing Repair,2026-05-14,STF0095,8000,3,Completed,Routine check
MNT00562,TURF015,Line Marking,2025-08-12,STF0036,3000,3,Completed,Routine check
MNT00563,TURF035,Line Marking,2025-08-14,STF0047,500,2,Scheduled,Urgent repair
MNT00564,TURF024,Equipment Servicing,2024-01-11,STF0105,5000,6,In Progress,Urgent repair
MNT00565,TURF010,Cleaning,2024-10-08,STF0138,12000,2,Completed,Routine check
MNT00566,TURF046,Fencing Repair,2024-09-20,STF0034,500,6,Completed,Routine check
MNT00567,TURF001,Painting,2025-10-30,STF0109,1000,1,Scheduled,Routine check
MNT00568,TURF026,Turf Mowing,2024-10-23,STF0129,2000,8,Scheduled,Routine check
MNT00569,TURF017,Line Marking,2025-01-31,STF0139,1500,4,In Progress,Customer complaint follow-up
MNT00570,TURF020,Net Replacement,2024-10-04,STF0048,1000,2,In Progress,Pre-season prep
MNT00571,TURF044,Line Marking,2024-09-16,STF0051,500,4,Completed,Customer complaint follow-up
MNT00572,TURF003,Net Replacement,2025-03-18,STF0134,12000,2,Completed,Customer complaint follow-up
MNT00573,TURF050,Floodlight Repair,2026-01-06,STF0082,8000,2,Completed,Pre-season prep
MNT00574,TURF037,Painting,2026-04-04,STF0023,1000,1,Completed,Customer complaint follow-up
MNT00575,TURF048,Fencing Repair,2026-04-27,STF0026,5000,3,Completed,Routine check
MNT00576,TURF023,Painting,2025-04-05,STF0129,12000,6,Completed,Routine check
MNT00577,TURF010,Cleaning,2025-12-27,STF0039,12000,6,Completed,Scheduled upkeep
MNT00578,TURF040,Drainage Check,2024-12-02,STF0122,2000,2,Completed,Routine check
MNT00579,TURF003,Turf Mowing,2026-04-03,STF0020,2000,4,Scheduled,Customer complaint follow-up
MNT00580,TURF008,Painting,2025-01-28,STF0130,12000,4,Completed,Scheduled upkeep
MNT00581,TURF006,Drainage Check,2024-10-02,STF0051,8000,1,Completed,Scheduled upkeep
