PaymentID,BookingID,CustomerID,PaymentDate,PaymentTime,BaseAmount,TaxAmount,TotalAmount,PaymentMethod,PaymentGateway,TransactionID,PaymentStatus,RefundAmount
PAY001571,BKG005333,CUST01487,2025-08-30,00:09:00,2500,450,2950,Credit Card,Instamojo,TXN4046551128yo,Refunded,2950
PAY001572,BKG009639,CUST00739,2024-08-08,00:21:00,2500,450,2950,Net Banking,CCAvenue,TXN8110502289kc,Success,0
PAY001573,BKG000689,CUST00271,2025-01-16,00:13:00,1000,180,1180,Credit Card,Instamojo,TXN7459528276FE,Pending,0
PAY001574,BKG001774,CUST01858,2025-04-19,00:26:00,800,144,944,Cash,CCAvenue,TXN4239354337mU,Success,0
PAY001575,BKG006686,CUST00998,2024-08-30,00:04:00,1500,270,1770,Net Banking,Razorpay,TXN2783969215hc,Success,0
PAY001576,BKG004961,CUST01723,2025-04-11,00:25:00,800,144,944,Cash,Paytm,TXN0260772143OO,Success,0
PAY001577,BKG004564,CUST01809,2024-02-07,00:14:00,1000,180,1180,Cash,Cashfree,TXN4869653715wE,Success,0
PAY001578,BKG005719,CUST01078,2025-01-14,00:01:00,1500,270,1770,Credit Card,Instamojo,TXN3105208983eJ,Failed,0
PAY001579,BKG005851,CUST00828,2026-02-16,00:06:00,1000,180,1180,Wallet,PayU,TXN7309507933DC,Success,0
PAY001580,BKG002126,CUST00475,2026-06-04,00:20:00,2000,360,2360,Credit Card,CCAvenue,TXN3129734148vd,Success,0
PAY001581,BKG008338,CUST02311,2025-04-11,00:08:00,2000,360,2360,Debit Card,Paytm,TXN2759082680aM,Success,0
PAY001582,BKG005447,CUST01088,2026-02-19,00:19:00,800,144,944,Wallet,CCAvenue,TXN0722087121HL,Success,0
PAY001583,BKG000906,CUST01831,2024-03-20,00:06:00,1200,216,1416,Cash,PayU,TXN4523959602pn,Refunded,1416
PAY001584,BKG007291,CUST01945,2024-01-02,00:20:00,2500,450,2950,Net Banking,CCAvenue,TXN1599875175CY,Pending,0
PAY001585,BKG006376,CUST00543,2024-04-28,00:29:00,2500,450,2950,Credit Card,CCAvenue,TXN9032308880YB,Success,0
PAY001586,BKG006488,CUST00968,2025-09-17,00:22:00,1200,216,1416,Credit Card,Razorpay,TXN0941750241ob,Success,0
PAY001587,BKG002634,CUST01538,2025-06-03,00:28:00,2500,450,2950,Credit Card,PayU,TXN0788675875vR,Success,0
PAY001588,BKG004183,CUST01186,2025-03-13,00:15:00,800,144,944,Cash,Instamojo,TXN8509591450sN,Success,0
PAY001589,BKG000536,CUST02479,2026-04-25,00:18:00,2500,450,2950,Credit Card,Paytm,TXN7236694627lG,Success,0
PAY001590,BKG000724,CUST00557,2025-09-12,00:29:00,1500,270,1770,UPI,PayU,TXN6518142043PJ,Success,0
PAY001591,BKG008801,CUST00986,2024-06-01,00:01:00,2500,450,2950,Net Banking,Paytm,TXN4504621764Qm,Success,0
PAY001592,BKG002368,CUST01324,2025-08-29,00:03:00,800,144,944,Net Banking,PayU,TXN4939416674cC,Success,0
PAY001593,BKG000563,CUST00229,2025-12-12,00:07:00,2000,360,2360,Credit Card,PayU,TXN8869858574Ne,Success,0
PAY001594,BKG005121,CUST02193,2025-11-12,00:23:00,800,144,944,Wallet,CCAvenue,TXN1066726418CN,Success,0
PAY001595,BKG004195,CUST01053,2024-07-22,00:30:00,2500,450,2950,Debit Card,Cashfree,TXN3978953770ek,Success,0
PAY001596,BKG006788,CUST00713,2026-05-24,00:27:00,1000,180,1180,UPI,Cashfree,TXN4931645982qp,Success,0
PAY001597,BKG009097,CUST02272,2024-12-21,00:19:00,2500,450,2950,Wallet,CCAvenue,TXN7804704079my,Pending,0
PAY001598,BKG004771,CUST00659,2024-04-29,00:02:00,800,144,944,Wallet,CCAvenue,TXN5187569269iW,Refunded,944
PAY001599,BKG004682,CUST01004,2026-04-09,00:21:00,1200,216,1416,Credit Card,Paytm,TXN0327357125yE,Success,0
PAY001600,BKG009861,CUST01981,2026-01-23,00:08:00,800,144,944,Debit Card,CCAvenue,TXN2123008578Kw,Success,0
PAY001601,BKG009696,CUST01782,2025-04-29,00:25:00,2000,360,2360,Credit Card,Paytm,TXN9153242566ba,Success,0
PAY001602,BKG005795,CUST00837,2025-11-13,00:16:00,2500,450,2950,Wallet,Instamojo,TXN9805783690Sn,Success,0
PAY001603,BKG003085,CUST02117,2025-06-06,00:20:00,1200,216,1416,Wallet,Paytm,TXN0341365329Gu,Success,0
PAY001604,BKG004518,CUST00178,2025-10-20,00:09:00,1500,270,1770,Wallet,Paytm,TXN6849977070Bc,Success,0
PAY001605,BKG001068,CUST01769,2025-06-25,00:15:00,1200,216,1416,UPI,Cashfree,TXN0746143370dY,Success,0
PAY001606,BKG003287,CUST00764,2026-04-09,00:03:00,1500,270,1770,Cash,Instamojo,TXN4917443687fQ,Success,0
PAY001607,BKG004978,CUST00178,2025-08-14,00:16:00,1500,270,1770,Debit Card,Razorpay,TXN6387621577Zt,Success,0
PAY001608,BKG001535,CUST00651,2024-06-26,00:20:00,1200,216,1416,Cash,Cashfree,TXN0545866182sW,Success,0
PAY001609,BKG006857,CUST00777,2024-03-26,00:17:00,2500,450,2950,Debit Card,Instamojo,TXN8741427853Oe,Pending,0
PAY001610,BKG000372,CUST01175,2026-03-28,00:03:00,1200,216,1416,UPI,Cashfree,TXN4198872634RK,Pending,0
PAY001611,BKG003475,CUST01754,2025-01-10,00:06:00,1800,324,2124,Net Banking,Razorpay,TXN2122339982hu,Success,0
PAY001612,BKG000364,CUST01482,2024-07-05,00:30:00,1500,270,1770,Wallet,Razorpay,TXN9007132044Gq,Success,0
PAY001613,BKG005033,CUST01798,2024-06-08,00:28:00,1500,270,1770,Credit Card,Instamojo,TXN5677154176ya,Failed,0
PAY001614,BKG005933,CUST00680,2024-07-18,00:27:00,1500,270,1770,Wallet,CCAvenue,TXN4568939116RV,Success,0
PAY001615,BKG009542,CUST00732,2025-02-22,00:14:00,1000,180,1180,Net Banking,Cashfree,TXN4576776576yz,Refunded,1180
PAY001616,BKG005112,CUST02274,2024-02-20,00:29:00,2500,450,2950,Cash,PayU,TXN4760852085Pi,Success,0
PAY001617,BKG007736,CUST02145,2025-10-24,00:20:00,2500,450,2950,Credit Card,CCAvenue,TXN9645521750sK,Success,0
PAY001618,BKG005492,CUST00932,2026-04-24,00:22:00,1500,270,1770,Wallet,Cashfree,TXN9887829887jD,Success,0
PAY001619,BKG004042,CUST02383,2024-01-26,00:15:00,1000,180,1180,UPI,Cashfree,TXN5442206185Sc,Success,0
PAY001620,BKG004122,CUST00513,2026-06-09,00:19:00,1800,324,2124,Wallet,Razorpay,TXN6929873864cd,Success,0
PAY001621,BKG007017,CUST02478,2024-05-10,00:13:00,1200,216,1416,UPI,Razorpay,TXN6724663903kZ,Failed,0
PAY001622,BKG004203,CUST02090,2026-06-11,00:27:00,1800,324,2124,UPI,CCAvenue,TXN1430318393pb,Success,0
PAY001623,BKG000324,CUST01136,2026-05-15,00:30:00,1200,216,1416,Debit Card,CCAvenue,TXN1118406548Iu,Failed,0
PAY001624,BKG007292,CUST02303,2025-01-18,00:12:00,1200,216,1416,Net Banking,Razorpay,TXN5875524529zg,Success,0
PAY001625,BKG004298,CUST01393,2025-02-10,00:20:00,1200,216,1416,Debit Card,Paytm,TXN5143697457TH,Success,0
PAY001626,BKG003656,CUST01955,2025-12-13,00:01:00,1200,216,1416,Cash,Paytm,TXN3517983871Qp,Success,0
PAY001627,BKG008625,CUST00970,2026-04-04,00:27:00,1500,270,1770,UPI,Razorpay,TXN5566963389wT,Success,0
PAY001628,BKG009414,CUST01808,2025-11-12,00:25:00,1000,180,1180,Credit Card,Razorpay,TXN8641782560Sh,Success,0
PAY001629,BKG000258,CUST01025,2024-10-09,00:05:00,2500,450,2950,Net Banking,Instamojo,TXN9991624694OE,Success,0
PAY001630,BKG003682,CUST01000,2024-04-23,00:27:00,1000,180,1180,Debit Card,Paytm,TXN6293684268xh,Success,0
PAY001631,BKG004628,CUST00284,2025-02-27,00:08:00,2000,360,2360,Debit Card,Razorpay,TXN7973679901ai,Success,0
PAY001632,BKG002809,CUST00981,2025-05-23,00:01:00,1500,270,1770,UPI,Paytm,TXN7190952038QD,Success,0
PAY001633,BKG007979,CUST01472,2025-01-03,00:13:00,1800,324,2124,Wallet,Instamojo,TXN2121519045UY,Success,0
PAY001634,BKG004927,CUST00712,2024-11-14,00:03:00,1000,180,1180,Cash,PayU,TXN6244622016vB,Success,0
PAY001635,BKG009567,CUST01290,2024-07-24,00:16:00,800,144,944,UPI,Paytm,TXN6339350824mU,Success,0
PAY001636,BKG002511,CUST00965,2024-09-18,00:25:00,1500,270,1770,Credit Card,Paytm,TXN2625381403dP,Refunded,1770
PAY001637,BKG007834,CUST01254,2025-02-27,00:16:00,1500,270,1770,Net Banking,Instamojo,TXN7559841420js,Success,0
PAY001638,BKG003303,CUST01580,2025-10-06,00:28:00,1000,180,1180,Net Banking,Cashfree,TXN8435074509nV,Success,0
PAY001639,BKG007841,CUST02448,2024-10-21,00:20:00,1800,324,2124,Credit Card,Instamojo,TXN3280999702qr,Refunded,2124
PAY001640,BKG004496,CUST01896,2024-02-02,00:18:00,2500,450,2950,Debit Card,PayU,TXN0431090771QJ,Success,0
PAY001641,BKG002022,CUST01648,2026-02-22,00:24:00,2500,450,2950,Credit Card,Razorpay,TXN2353277376wv,Refunded,2950
PAY001642,BKG006527,CUST00349,2024-03-27,00:24:00,1200,216,1416,Cash,Razorpay,TXN4761727573vu,Success,0
PAY001643,BKG005836,CUST02402,2025-05-25,00:10:00,1500,270,1770,Wallet,Razorpay,TXN4814712666gv,Failed,0
PAY001644,BKG003854,CUST01549,2025-11-14,00:13:00,1200,216,1416,Cash,CCAvenue,TXN3939294270ie,Success,0
PAY001645,BKG008958,CUST01860,2026-02-27,00:09:00,1500,270,1770,Wallet,PayU,TXN5013433906kE,Pending,0
PAY001646,BKG006585,CUST00661,2024-04-15,00:28:00,2000,360,2360,Wallet,Razorpay,TXN9895824773nT,Success,0
PAY001647,BKG008655,CUST01263,2026-04-28,00:06:00,1000,180,1180,Wallet,Instamojo,TXN9129903719hj,Success,0
PAY001648,BKG007191,CUST02245,2025-09-16,00:19:00,1000,180,1180,Wallet,Cashfree,TXN7593955714Zl,Success,0
PAY001649,BKG001710,CUST01429,2024-06-30,00:10:00,800,144,944,Cash,PayU,TXN1162206591ca,Success,0
PAY001650,BKG002093,CUST02063,2026-03-24,00:22:00,2000,360,2360,Credit Card,Instamojo,TXN4436436444nk,Success,0
PAY001651,BKG007730,CUST02417,2024-01-27,00:10:00,1200,216,1416,Debit Card,Razorpay,TXN9691422007Oj,Refunded,1416
PAY001652,BKG000700,CUST00497,2026-03-04,00:13:00,1500,270,1770,Cash,CCAvenue,TXN2768352780OG,Success,0
PAY001653,BKG007089,CUST01841,2026-05-27,00:28:00,800,144,944,Debit Card,Instamojo,TXN7857109338Wx,Pending,0
PAY001654,BKG008078,CUST01784,2025-12-08,00:15:00,2000,360,2360,Wallet,Cashfree,TXN3000900632vG,Success,0
PAY001655,BKG001940,CUST00724,2025-05-11,00:24:00,1800,324,2124,Debit Card,Instamojo,TXN6775465861Ek,Success,0
PAY001656,BKG006470,CUST02123,2024-01-02,00:22:00,1200,216,1416,UPI,Paytm,TXN8470344633lT,Success,0
PAY001657,BKG000044,CUST01643,2026-02-22,00:14:00,2500,450,2950,Wallet,Razorpay,TXN4656841546Vm,Success,0
PAY001658,BKG004522,CUST01340,2024-05-22,00:21:00,2000,360,2360,UPI,Paytm,TXN5175735185gY,Success,0
PAY001659,BKG002432,CUST00339,2025-07-09,00:24:00,1500,270,1770,UPI,PayU,TXN7696595965YA,Success,0
PAY001660,BKG006629,CUST01406,2026-06-02,00:11:00,2500,450,2950,Credit Card,Razorpay,TXN0033752296Vr,Success,0
PAY001661,BKG007352,CUST00421,2024-01-27,00:02:00,1000,180,1180,UPI,Cashfree,TXN8421092225fU,Success,0
PAY001662,BKG006262,CUST02347,2024-02-20,00:06:00,1500,270,1770,Net Banking,Paytm,TXN4557953723Fz,Success,0
PAY001663,BKG006862,CUST00543,2025-04-23,00:22:00,1000,180,1180,Credit Card,Razorpay,TXN6041426430lN,Failed,0
PAY001664,BKG009475,CUST01147,2024-03-06,00:27:00,1200,216,1416,Debit Card,PayU,TXN7081372298jh,Success,0
PAY001665,BKG008437,CUST01037,2024-06-17,00:24:00,1000,180,1180,Cash,Razorpay,TXN0935243922MO,Success,0
PAY001666,BKG001829,CUST00508,2025-06-22,00:09:00,1800,324,2124,Credit Card,Paytm,TXN5014962840DZ,Success,0
PAY001667,BKG005588,CUST00456,2024-10-19,00:11:00,800,144,944,Debit Card,Razorpay,TXN6953908783QQ,Success,0
PAY001668,BKG005225,CUST00361,2025-04-26,00:27:00,2500,450,2950,Debit Card,Cashfree,TXN4767900782tt,Success,0
PAY001669,BKG009873,CUST02214,2026-01-21,00:02:00,1000,180,1180,Debit Card,Razorpay,TXN6666948360RK,Refunded,1180
PAY001670,BKG004829,CUST00484,2025-08-13,00:03:00,1500,270,1770,Net Banking,Paytm,TXN4386825085vL,Success,0
PAY001671,BKG006801,CUST00155,2024-12-26,00:15:00,2000,360,2360,Wallet,CCAvenue,TXN2562972669Wj,Success,0
PAY001672,BKG008638,CUST01570,2025-12-02,00:21:00,2500,450,2950,Debit Card,PayU,TXN3257273468TM,Success,0
PAY001673,BKG008147,CUST02058,2026-05-31,00:01:00,1000,180,1180,Cash,Instamojo,TXN2704723344BA,Success,0
PAY001674,BKG003288,CUST02012,2026-02-24,00:15:00,1800,324,2124,Debit Card,Instamojo,TXN6105149618dy,Failed,0
PAY001675,BKG001831,CUST01076,2024-10-09,00:29:00,800,144,944,Cash,Paytm,TXN8628868879kr,Success,0
PAY001676,BKG006688,CUST00507,2024-12-29,00:15:00,2000,360,2360,Credit Card,PayU,TXN4940395186NT,Success,0
PAY001677,BKG002515,CUST00603,2025-12-06,00:15:00,1000,180,1180,UPI,Cashfree,TXN5613440883SP,Success,0
PAY001678,BKG005509,CUST01715,2025-05-06,00:23:00,800,144,944,Cash,CCAvenue,TXN3183801693rE,Success,0
PAY001679,BKG005270,CUST00408,2025-11-20,00:16:00,1500,270,1770,UPI,Instamojo,TXN6912377939JZ,Success,0
PAY001680,BKG007075,CUST02378,2024-04-02,00:12:00,800,144,944,Debit Card,Razorpay,TXN0122016318Wx,Pending,0
PAY001681,BKG005633,CUST01004,2024-10-18,00:03:00,1500,270,1770,Debit Card,CCAvenue,TXN2002391523em,Refunded,1770
PAY001682,BKG005398,CUST00717,2024-09-28,00:14:00,1500,270,1770,Net Banking,Razorpay,TXN3631409821kF,Success,0
PAY001683,BKG005216,CUST00785,2024-04-01,00:19:00,1800,324,2124,Net Banking,Paytm,TXN0231896720hl,Success,0
PAY001684,BKG007628,CUST00612,2024-02-02,00:06:00,2500,450,2950,Wallet,PayU,TXN9590317756KS,Success,0
PAY001685,BKG005473,CUST02396,2024-02-22,00:08:00,800,144,944,Credit Card,CCAvenue,TXN0001917653Wl,Failed,0
PAY001686,BKG000267,CUST00563,2026-01-25,00:01:00,2500,450,2950,Net Banking,Razorpay,TXN4483438715eu,Failed,0
PAY001687,BKG008721,CUST02167,2024-10-14,00:10:00,2500,450,2950,Credit Card,Razorpay,TXN4746911708Ca,Success,0
PAY001688,BKG008949,CUST01220,2024-02-12,00:05:00,1000,180,1180,Debit Card,Cashfree,TXN2728204009pQ,Success,0
PAY001689,BKG009309,CUST02107,2024-11-28,00:09:00,1500,270,1770,Net Banking,Razorpay,TXN8083491232hy,Success,0
PAY001690,BKG002854,CUST00847,2025-05-20,00:27:00,2000,360,2360,Debit Card,Cashfree,TXN0059324183iR,Success,0
PAY001691,BKG005692,CUST01569,2025-06-14,00:25:00,1500,270,1770,Credit Card,PayU,TXN5276252021oh,Success,0
PAY001692,BKG009511,CUST01853,2026-06-05,00:16:00,800,144,944,Wallet,CCAvenue,TXN1679542832yF,Success,0
PAY001693,BKG006606,CUST01209,2025-08-09,00:02:00,800,144,944,Wallet,Cashfree,TXN0116781167YV,Failed,0
PAY001694,BKG004804,CUST00208,2026-01-14,00:30:00,2000,360,2360,Wallet,Razorpay,TXN8629025153Gz,Pending,0
PAY001695,BKG006506,CUST01027,2025-09-22,00:01:00,1000,180,1180,Cash,Razorpay,TXN4267302209Kt,Refunded,1180
PAY001696,BKG008912,CUST02405,2026-04-13,00:16:00,1000,180,1180,Wallet,Paytm,TXN1753040531MH,Success,0
PAY001697,BKG008267,CUST00717,2025-07-29,00:23:00,800,144,944,Cash,Cashfree,TXN4105075508qG,Refunded,944
PAY001698,BKG001733,CUST00330,2026-01-15,00:30:00,2500,450,2950,Credit Card,PayU,TXN5284677037Gq,Success,0
PAY001699,BKG001069,CUST01697,2026-02-27,00:12:00,1200,216,1416,Cash,Razorpay,TXN6797008307zr,Success,0
PAY001700,BKG003806,CUST00465,2025-05-16,00:18:00,1500,270,1770,Debit Card,CCAvenue,TXN4058355017kC,Success,0
PAY001701,BKG005379,CUST00539,2024-09-07,00:13:00,1000,180,1180,UPI,Instamojo,TXN2797328290hS,Success,0
PAY001702,BKG002202,CUST01778,2025-02-16,00:28:00,1500,270,1770,Cash,Instamojo,TXN8320511213qb,Success,0
PAY001703,BKG005705,CUST00853,2024-09-29,00:03:00,2500,450,2950,UPI,Cashfree,TXN6368019905bl,Success,0
PAY001704,BKG004117,CUST00392,2025-02-12,00:15:00,2500,450,2950,Net Banking,Paytm,TXN4065117471Uf,Success,0
PAY001705,BKG001879,CUST01048,2025-11-23,00:15:00,1500,270,1770,Credit Card,Paytm,TXN7064857968Jz,Success,0
PAY001706,BKG009192,CUST00177,2024-09-02,00:11:00,1500,270,1770,Debit Card,Razorpay,TXN3124079044IR,Success,0
PAY001707,BKG001937,CUST01791,2026-01-11,00:10:00,2500,450,2950,Credit Card,CCAvenue,TXN1388190114vS,Refunded,2950
PAY001708,BKG000040,CUST01362,2026-02-21,00:22:00,1000,180,1180,Net Banking,Cashfree,TXN6767761952rK,Success,0
PAY001709,BKG004587,CUST00807,2026-03-10,00:26:00,1500,270,1770,Net Banking,Paytm,TXN6017092176tv,Success,0
PAY001710,BKG004294,CUST01576,2025-12-08,00:03:00,2000,360,2360,Debit Card,Cashfree,TXN1770223804Tw,Failed,0
PAY001711,BKG005254,CUST00674,2025-10-06,00:09:00,1500,270,1770,Cash,Cashfree,TXN3478277253Uj,Refunded,1770
PAY001712,BKG005568,CUST01101,2024-03-18,00:28:00,1500,270,1770,Credit Card,Instamojo,TXN0959284898EY,Success,0
PAY001713,BKG007068,CUST00229,2026-02-04,00:15:00,1800,324,2124,Wallet,Razorpay,TXN3587272993nO,Success,0
PAY001714,BKG000942,CUST01540,2026-06-18,00:24:00,1000,180,1180,Cash,Cashfree,TXN5702409398zQ,Pending,0
PAY001715,BKG000443,CUST02027,2024-09-08,00:08:00,2500,450,2950,Wallet,Razorpay,TXN6398464844iR,Success,0
PAY001716,BKG009163,CUST02356,2025-03-24,00:05:00,1200,216,1416,Net Banking,CCAvenue,TXN7398356523Me,Failed,0
PAY001717,BKG007656,CUST01723,2024-04-25,00:02:00,1000,180,1180,Debit Card,Cashfree,TXN8867622735op,Success,0
PAY001718,BKG006265,CUST02174,2024-02-17,00:24:00,1500,270,1770,Net Banking,Instamojo,TXN4062016633rX,Success,0
PAY001719,BKG007967,CUST00938,2024-08-12,00:15:00,2500,450,2950,Debit Card,Razorpay,TXN0142156345lA,Success,0
PAY001720,BKG000975,CUST00832,2024-12-28,00:15:00,1500,270,1770,UPI,Instamojo,TXN3628862335Dc,Refunded,1770
PAY001721,BKG001122,CUST01916,2024-04-20,00:21:00,2000,360,2360,UPI,Cashfree,TXN4445514344jf,Success,0
PAY001722,BKG001947,CUST00679,2026-03-24,00:22:00,1000,180,1180,Cash,CCAvenue,TXN1175494495EP,Success,0
PAY001723,BKG000916,CUST01361,2025-08-25,00:08:00,1000,180,1180,UPI,Razorpay,TXN4218842463Gh,Failed,0
PAY001724,BKG005770,CUST00276,2026-04-27,00:30:00,2000,360,2360,Cash,PayU,TXN5129116479lq,Failed,0
PAY001725,BKG002470,CUST02074,2024-07-26,00:01:00,2500,450,2950,Net Banking,Paytm,TXN6429987247Un,Failed,0
PAY001726,BKG002805,CUST00794,2024-11-13,00:09:00,2500,450,2950,UPI,Cashfree,TXN5399875915pa,Success,0
PAY001727,BKG008243,CUST02340,2024-09-30,00:05:00,1800,324,2124,Net Banking,Cashfree,TXN0751451834EK,Failed,0
PAY001728,BKG004915,CUST01966,2024-07-30,00:24:00,1000,180,1180,Wallet,Paytm,TXN2305782453eb,Success,0
PAY001729,BKG009183,CUST00174,2026-04-30,00:08:00,1500,270,1770,Credit Card,Razorpay,TXN8124643786kt,Success,0
PAY001730,BKG005072,CUST00206,2025-11-18,00:19:00,1000,180,1180,Debit Card,CCAvenue,TXN3014606696hU,Success,0
PAY001731,BKG005985,CUST02368,2026-01-13,00:03:00,2500,450,2950,Net Banking,Cashfree,TXN0696374912ZY,Success,0
PAY001732,BKG003074,CUST01546,2025-04-29,00:05:00,1000,180,1180,Wallet,Paytm,TXN1879065061Xr,Pending,0
PAY001733,BKG004235,CUST01406,2025-10-02,00:19:00,1500,270,1770,Net Banking,Razorpay,TXN7159011250iU,Success,0
PAY001734,BKG009667,CUST01484,2024-03-15,00:01:00,1800,324,2124,Wallet,Instamojo,TXN3160040272JZ,Success,0
PAY001735,BKG007230,CUST00337,2024-03-11,00:21:00,800,144,944,Wallet,Cashfree,TXN9868321208zf,Success,0
PAY001736,BKG004575,CUST00994,2024-06-26,00:16:00,800,144,944,Net Banking,Razorpay,TXN4984250796Wy,Success,0
PAY001737,BKG005505,CUST00897,2024-07-27,00:29:00,1800,324,2124,Net Banking,PayU,TXN9978420014fr,Success,0
PAY001738,BKG004109,CUST00945,2025-09-07,00:07:00,1500,270,1770,Net Banking,Razorpay,TXN4246073723TI,Refunded,1770
PAY001739,BKG009418,CUST00701,2025-11-06,00:04:00,2000,360,2360,Cash,Razorpay,TXN6159528599rD,Refunded,2360
PAY001740,BKG006736,CUST01651,2024-01-24,00:12:00,2500,450,2950,Net Banking,Instamojo,TXN5763798293bv,Success,0
PAY001741,BKG003531,CUST00057,2025-03-22,00:24:00,800,144,944,Cash,Instamojo,TXN5779798367Bb,Success,0
PAY001742,BKG008161,CUST00360,2026-02-08,00:08:00,2500,450,2950,Debit Card,Cashfree,TXN7410593948gu,Success,0
PAY001743,BKG001738,CUST01958,2024-08-06,00:06:00,800,144,944,Wallet,CCAvenue,TXN0439035602Hw,Success,0
PAY001744,BKG008981,CUST02096,2024-02-06,00:21:00,1500,270,1770,Wallet,Cashfree,TXN8696609635tR,Success,0
PAY001745,BKG006437,CUST00029,2025-04-26,00:19:00,1500,270,1770,UPI,Paytm,TXN7607512101Gs,Success,0
PAY001746,BKG004926,CUST00030,2024-05-29,00:07:00,1500,270,1770,Debit Card,PayU,TXN2622644180Yi,Success,0
PAY001747,BKG000422,CUST01991,2025-06-08,00:06:00,2500,450,2950,Debit Card,CCAvenue,TXN4594085935zx,Success,0
PAY001748,BKG006414,CUST01011,2025-12-24,00:22:00,2500,450,2950,Cash,CCAvenue,TXN3524377950CU,Success,0
PAY001749,BKG000331,CUST01843,2026-02-16,00:25:00,1800,324,2124,Wallet,Razorpay,TXN6557374852ve,Success,0
PAY001750,BKG008786,CUST01174,2025-05-26,00:11:00,1200,216,1416,Credit Card,CCAvenue,TXN2258467901QF,Refunded,1416
PAY001751,BKG001296,CUST01422,2024-11-12,00:09:00,1800,324,2124,Wallet,CCAvenue,TXN5227929496uk,Success,0
PAY001752,BKG009126,CUST02220,2026-03-04,00:08:00,2500,450,2950,Credit Card,Razorpay,TXN3967499902do,Success,0
PAY001753,BKG002852,CUST02193,2024-03-31,00:11:00,1000,180,1180,Cash,Cashfree,TXN8540700841vK,Failed,0
PAY001754,BKG000163,CUST00845,2024-04-21,00:11:00,2500,450,2950,Wallet,CCAvenue,TXN1242695753SI,Success,0
PAY001755,BKG004934,CUST01452,2025-07-01,00:03:00,1500,270,1770,Cash,Razorpay,TXN5139763529sA,Success,0
PAY001756,BKG004677,CUST01835,2025-07-25,00:27:00,2000,360,2360,Net Banking,Cashfree,TXN1426204085jb,Success,0
PAY001757,BKG009651,CUST00859,2025-09-13,00:26:00,2500,450,2950,Wallet,Instamojo,TXN6334611897HF,Success,0
PAY001758,BKG002107,CUST02243,2024-08-05,00:27:00,1800,324,2124,UPI,Cashfree,TXN3728265933SG,Refunded,2124
PAY001759,BKG001030,CUST01978,2024-03-23,00:24:00,1500,270,1770,Credit Card,Cashfree,TXN0419171603mV,Success,0
PAY001760,BKG006321,CUST00948,2024-10-02,00:13:00,800,144,944,Net Banking,Razorpay,TXN3085441843AP,Success,0
PAY001761,BKG004693,CUST00400,2026-06-14,00:09:00,2500,450,2950,Wallet,Cashfree,TXN6020931378Id,Success,0
PAY001762,BKG006546,CUST02440,2025-06-09,00:22:00,2000,360,2360,Debit Card,PayU,TXN2109367677YD,Pending,0
PAY001763,BKG006922,CUST01230,2024-07-22,00:05:00,2500,450,2950,Cash,Instamojo,TXN7365764554vN,Success,0
PAY001764,BKG004513,CUST01704,2024-04-16,00:05:00,800,144,944,Credit Card,Cashfree,TXN0348195435XV,Success,0
PAY001765,BKG006418,CUST01976,2024-06-23,00:14:00,1000,180,1180,Credit Card,PayU,TXN1102693955np,Refunded,1180
PAY001766,BKG000904,CUST01643,2024-11-11,00:03:00,1500,270,1770,UPI,Paytm,TXN0892333135RV,Success,0
PAY001767,BKG003956,CUST01398,2025-10-02,00:25:00,1000,180,1180,Net Banking,Paytm,TXN1485507026qb,Success,0
PAY001768,BKG001571,CUST02333,2026-04-15,00:18:00,2500,450,2950,UPI,Instamojo,TXN6260674151Vt,Failed,0
PAY001769,BKG004605,CUST01123,2026-02-08,00:02:00,2000,360,2360,Wallet,Razorpay,TXN4876216483Vq,Pending,0
PAY001770,BKG000619,CUST01263,2025-12-01,00:07:00,1200,216,1416,Credit Card,CCAvenue,TXN2797302940BK,Success,0
PAY001771,BKG008964,CUST02397,2024-09-29,00:19:00,1000,180,1180,Debit Card,Cashfree,TXN5725202358Nn,Success,0
PAY001772,BKG009791,CUST02075,2025-12-05,00:28:00,800,144,944,Debit Card,Razorpay,TXN7712582848XJ,Refunded,944
PAY001773,BKG003432,CUST00473,2025-08-19,00:24:00,2500,450,2950,UPI,Cashfree,TXN9199495165NL,Refunded,2950
PAY001774,BKG009266,CUST01423,2025-09-13,00:28:00,1000,180,1180,Cash,Instamojo,TXN1945644645jp,Success,0
PAY001775,BKG004249,CUST02133,2025-02-22,00:01:00,1200,216,1416,Debit Card,Paytm,TXN9004152428yF,Success,0
PAY001776,BKG003363,CUST00995,2024-04-08,00:13:00,1500,270,1770,Net Banking,Instamojo,TXN8554701897WF,Refunded,1770
PAY001777,BKG006023,CUST00575,2025-03-28,00:09:00,800,144,944,Credit Card,Cashfree,TXN9501467093BF,Success,0
PAY001778,BKG001682,CUST00220,2025-07-27,00:26:00,1000,180,1180,Wallet,CCAvenue,TXN2502800417ET,Failed,0
PAY001779,BKG004382,CUST02098,2024-03-23,00:05:00,800,144,944,UPI,PayU,TXN0734603161oQ,Refunded,944
PAY001780,BKG001419,CUST02114,2024-06-13,00:22:00,2500,450,2950,Net Banking,CCAvenue,TXN4079921645Eu,Success,0
PAY001781,BKG000880,CUST00695,2024-01-26,00:08:00,2000,360,2360,Wallet,Cashfree,TXN2754283286FR,Success,0
PAY001782,BKG001352,CUST01175,2025-07-11,00:28:00,1500,270,1770,Wallet,Paytm,TXN8515066881ww,Pending,0
